Longitude,Latitude,Community,School,Year,TotalEnrollmentK12,TotalTeacherCount,StudentTeacherRatio,SchoolDistrict,In_Cohort,Graduates,GraduationRate
-161.770558516,60.8021066650001,Bethel,Mikelnguut Elitnaurviat,2017,245,17,18.29,Lower Kuskokwim School District,,,
-161.770558516,60.8021066650001,Bethel,Mikelnguut Elitnaurviat,2018,248,18,17.71,Lower Kuskokwim School District,,,
-161.770558516,60.8021066650001,Bethel,Mikelnguut Elitnaurviat,2019,262,19,18.05,Lower Kuskokwim School District,,,
-161.770558516,60.8021066650001,Bethel,Mikelnguut Elitnaurviat,2020,257,23,14.58,Lower Kuskokwim School District,,,
-161.770558516,60.8021066650001,Bethel,Mikelnguut Elitnaurviat,2021,242,22,13.33,Lower Kuskokwim School District,,,
-149.348286405,65.1521498100001,Minto,Minto School,2013,42,6,7,Yukon-Koyukuk School District,,,
-149.348286405,65.1521498100001,Minto,Minto School,2014,43,6,7.2,Yukon-Koyukuk School District,,,
-149.348286405,65.1521498100001,Minto,Minto School,2015,48,6,8.1,Yukon-Koyukuk School District,4,4,1.0
-149.348286405,65.1521498100001,Minto,Minto School,2016,49,5,9.9,Yukon-Koyukuk School District,2,2,1.0
-149.348286405,65.1521498100001,Minto,Minto School,2017,52,6,10.35,Yukon-Koyukuk School District,4,4,1.0
-149.348286405,65.1521498100001,Minto,Minto School,2018,50,6,9.5,Yukon-Koyukuk School District,6,5,0.8333
-149.348286405,65.1521498100001,Minto,Minto School,2019,41,6,9.57,Yukon-Koyukuk School District,1,0,0.0
-149.348286405,65.1521498100001,Minto,Minto School,2020,43,6,9.38,Yukon-Koyukuk School District,5,5,1.0
-149.348286405,65.1521498100001,Minto,Minto School,2021,43,7,7.84,Yukon-Koyukuk School District,2,2,1.0
-149.424966694,61.4273778790001,Peters Creek,Mirror Lake Middle School,2013,703,39,19,Anchorage School District,,,
-149.424966694,61.4273778790001,Peters Creek,Mirror Lake Middle School,2014,656,42,17.4,Anchorage School District,,,
-149.424966694,61.4273778790001,Peters Creek,Mirror Lake Middle School,2015,619,40,16.3,Anchorage School District,,,
-149.424966694,61.4273778790001,Peters Creek,Mirror Lake Middle School,2016,630,42,16.4,Anchorage School District,,,
-149.424966694,61.4273778790001,Peters Creek,Mirror Lake Middle School,2017,648,44,16.2,Anchorage School District,,,
-149.424966694,61.4273778790001,Peters Creek,Mirror Lake Middle School,2018,683,40,17.48,Anchorage School District,,,
-149.424966694,61.4273778790001,Birchwood,Mirror Lake Middle School,2019,689,38,18.85,Anchorage School District,,,
-149.424966694,61.4273778790001,Anchorage,Mirror Lake Middle School,2020,678,39,18.63,Anchorage School District,,,
-149.424966694,61.4273778790001,Peters Creek,Mirror Lake Middle School,2021,486,35,14.92,Anchorage School District,,,
-132.952310236,56.8143109900001,Petersburg,Mitkof Middle School,2013,100,16,11.2,Petersburg Borough School District,,,
-132.952310236,56.8143109900001,Petersburg,Mitkof Middle School,2014,112,15,13.1,Petersburg Borough School District,,,
-132.952310236,56.8143109900001,Petersburg,Mitkof Middle School,2015,102,12,13.6,Petersburg Borough School District,,,
-132.952310236,56.8143109900001,Petersburg,Mitkof Middle School,2016,103,13,20.5,Petersburg Borough School District,,,
-132.952310236,56.8143109900001,Petersburg,Mitkof Middle School,2017,92,13,12.62,Petersburg Borough School District,,,
-132.952310236,56.8143109900001,Petersburg,Mitkof Middle School,2018,91,12,12.4,Petersburg Borough School District,,,
-132.952310236,56.8143109900001,Kupreanof,Mitkof Middle School,2019,104,12,14.71,Petersburg Borough School District,,,
-132.952310236,56.8143109900001,Kupreanof,Mitkof Middle School,2020,113,15,14.62,Petersburg Borough School District,,,
-132.952310236,56.8143109900001,Petersburg,Mitkof Middle School,2021,102,12,12.53,Petersburg Borough School District,,,
-134.426662987,58.3035103060001,Auke Bay,Montessori Borealis Public Alternative School,2016,176,13,15.8,Juneau School District,,,
-134.426662987,58.3035103060001,Auke Bay,Montessori Borealis Public Alternative School,2017,178,12,18.98,Juneau School District,,,
-134.426662987,58.3035103060001,Auke Bay,Montessori Borealis Public Alternative School,2018,177,14,15.56,Juneau School District,,,
-134.426662987,58.3035103060001,Douglas,Montessori Borealis Public Alternative School,2019,189,15,16.68,Juneau School District,,,
-134.426662987,58.3035103060001,Douglas,Montessori Borealis Public Alternative School,2020,187,17,15.52,Juneau School District,,,
-134.426662987,58.3035103060001,Auke Bay,Montessori Borealis Public Alternative School,2021,139,17,11.56,Juneau School District,,,
-149.36764939,60.4875271750001,Moose Pass,Moose Pass School,2013,17,3,8.1,Kenai Peninsula Borough School District,,,
-149.36764939,60.4875271750001,Moose Pass,Moose Pass School,2014,16,3,7.7,Kenai Peninsula Borough School District,,,
-149.36764939,60.4875271750001,Moose Pass,Moose Pass School,2015,14,3,12.1,Kenai Peninsula Borough School District,,,
-149.36764939,60.4875271750001,Moose Pass,Moose Pass School,2016,10,3,8.3,Kenai Peninsula Borough School District,,,
-149.36764939,60.4875271750001,Moose Pass,Moose Pass School,2017,11,3,10,Kenai Peninsula Borough School District,,,
-149.36764939,60.4875271750001,Moose Pass,Moose Pass School,2018,13,3,10.83,Kenai Peninsula Borough School District,,,
-149.36764939,60.4875271750001,Crown Point,Moose Pass School,2019,17,2,15.45,Kenai Peninsula Borough School District,,,
-149.36764939,60.4875271750001,Crown Point,Moose Pass School,2020,21,2,20,Kenai Peninsula Borough School District,,,
-149.36764939,60.4875271750001,Moose Pass,Moose Pass School,2021,18,2,17.14,Kenai Peninsula Borough School District,,,
-136.031596004,59.446238689,Haines,Mosquito Lake Elementary,2013,10,1,10,Haines Borough School District,,,
-136.031596004,59.446238689,Haines,Mosquito Lake Elementary,2014,9,1,9,Haines Borough School District,,,
-149.807065046,61.2316991870001,Anchorage,Mountain View Elementary,2013,335,28,12.4,Anchorage School District,,,
-149.807065046,61.2316991870001,Anchorage,Mountain View Elementary,2014,327,28,13.4,Anchorage School District,,,
-149.807065046,61.2316991870001,Anchorage,Mountain View Elementary,2015,344,27,14.8,Anchorage School District,,,
-149.807065046,61.2316991870001,Anchorage,Mountain View Elementary,2016,324,26,13.9,Anchorage School District,,,
-149.807065046,61.2316991870001,Anchorage,Mountain View Elementary,2017,313,27,14.26,Anchorage School District,,,
-149.807065046,61.2316991870001,Anchorage,Mountain View Elementary,2018,257,23,13.78,Anchorage School District,,,
-149.807065046,61.2316991870001,Anchorage,Mountain View Elementary,2019,242,18,15.17,Anchorage School District,,,
-149.807065046,61.2316991870001,Anchorage,Mountain View Elementary,2020,263,19,16.74,Anchorage School District,,,
-149.807065046,61.2316991870001,Anchorage,Mountain View Elementary,2021,262,21,16.37,Anchorage School District,,,
-163.728574032,62.0891438100001,Mountain Village,Mountain Village School,2016,237,18,12.9,Lower Yukon School District,12,7,0.5833
-163.728574032,62.0891438100001,Mountain Village,Mountain Village School,2017,216,17,12.81,Lower Yukon School District,11,10,0.9091
-163.728574032,62.0891438100001,Mountain Village,Mountain Village School,2018,197,16,12.31,Lower Yukon School District,15,7,0.4667
-163.728574032,62.0891438100001,Mountain Village,Mountain Village School,2019,228,16,14.81,Lower Yukon School District,12,7,0.5833
-163.728574032,62.0891438100001,Mountain Village,Mountain Village School,2020,199,14,15.29,Lower Yukon School District,9,4,0.4444
-163.728574032,62.0891438100001,Mountain Village,Mountain Village School,2021,210,15,14.4,Lower Yukon School District,14,9,0.6429
-145.756303709,60.5434518810001,Cordova,Mt. Eccles Elementary,2013,170,15,13.1,Cordova City School District,,,
-145.756303709,60.5434518810001,Cordova,Mt. Eccles Elementary,2014,164,13,14.7,Cordova City School District,,,
-145.756303709,60.5434518810001,Cordova,Mt. Eccles Elementary,2015,164,14,14,Cordova City School District,,,
-145.756303709,60.5434518810001,Cordova,Mt. Eccles Elementary,2016,182,11,17.3,Cordova City School District,,,
-145.756303709,60.5434518810001,Cordova,Mt. Eccles Elementary,2017,166,12,15.83,Cordova City School District,,,
-145.756303709,60.5434518810001,Cordova,Mt. Eccles Elementary,2018,167,12,15.74,Cordova City School District,,,
-145.756303709,60.5434518810001,Cordova,Mt. Eccles Elementary,2019,169,12,16.96,Cordova City School District,,,
-145.756303709,60.5434518810001,Cordova,Mt. Eccles Elementary,2020,180,11,18.48,Cordova City School District,,,
-145.756303709,60.5434518810001,Cordova,Mt. Eccles Elementary,2021,143,13,11.68,Cordova City School District,,,
-135.351688016,57.052039086,Sitka,Mt. Edgecumbe High School,2013,400,26,17.6,Mt. Edgecumbe High School,,,
-135.351688016,57.052039086,Sitka,Mt. Edgecumbe High School,2014,405,25,18.9,Mt. Edgecumbe High School,,,
-135.351688016,57.052039086,Sitka,Mt. Edgecumbe High School,2015,421,24,19.4,Mt. Edgecumbe High School,92,90,0.9783
-135.351688016,57.052039086,Sitka,Mt. Edgecumbe High School,2016,426,23,19.8,Mt. Edgecumbe High School,85,84,0.9882
-135.351688016,57.052039086,Sitka,Mt. Edgecumbe High School,2017,432,25,20.82,Mt. Edgecumbe High School,103,100,0.9709
-135.351688016,57.052039086,Sitka,Mt. Edgecumbe High School,2018,424,27,17.31,Mt. Edgecumbe High School,101,100,0.9901
-135.351688016,57.052039086,Sitka,Mt. Edgecumbe High School,2019,438,28,18.4,Mt. Edgecumbe High School,84,82,0.9762
-135.351688016,57.052039086,Sitka,Mt. Edgecumbe High School,2020,431,27,17.63,Mt. Edgecumbe High School,94,93,0.9894
-135.351688016,57.052039086,Sitka,Mt. Edgecumbe High School,2021,374,25,15.75,Mt. Edgecumbe High School,75,74,0.9867
-149.818745061,61.2429304660001,Anchorage,Mt. Spurr Elementary,2013,271,15,18.6,Anchorage School District,,,
-149.818745061,61.2429304660001,Anchorage,Mt. Spurr Elementary,2014,284,19,18.2,Anchorage School District,,,
-149.818745061,61.2429304660001,Anchorage,Mt. Spurr Elementary,2015,291,20,17.2,Anchorage School District,,,
-149.818745061,61.2429304660001,Anchorage,Mt. Spurr Elementary,2016,316,21,18.5,Anchorage School District,,,
-149.818745061,61.2429304660001,Anchorage,Mt. Spurr Elementary,2017,299,20,18.94,Anchorage School District,,,
-149.818745061,61.2429304660001,Anchorage,Mt. Spurr Elementary,2018,256,20,16.02,Anchorage School District,,,
-149.818745061,61.2429304660001,Joint Base Elmendorf-Richardson,Mt. Spurr Elementary,2019,252,15,17.59,Anchorage School District,,,
-151.176784625,60.56544789,Kenai,Mt. View Elementary,2013,452,33,14,Kenai Peninsula Borough School District,,,
-151.176784625,60.56544789,Kenai,Mt. View Elementary,2014,429,34,13.3,Kenai Peninsula Borough School District,,,
-151.176784625,60.56544789,Kenai,Mt. View Elementary,2015,427,31,14.2,Kenai Peninsula Borough School District,,,
-151.176784625,60.56544789,Kenai,Mt. View Elementary,2016,427,32,13.7,Kenai Peninsula Borough School District,,,
-151.176784625,60.56544789,Kenai,Mt. View Elementary,2017,417,32,14.42,Kenai Peninsula Borough School District,,,
-151.176784625,60.56544789,Kenai,Mt. View Elementary,2018,466,33,15.41,Kenai Peninsula Borough School District,,,
-151.176784625,60.56544789,Kenai,Mt. View Elementary,2019,465,35,14.93,Kenai Peninsula Borough School District,,,
-151.176784625,60.56544789,Kenai,Mt. View Elementary,2020,423,33,14.35,Kenai Peninsula Borough School District,,,
-151.176784625,60.56544789,Kenai,Mt. View Elementary,2021,282,30,10.42,Kenai Peninsula Borough School District,,,
-149.71989702,61.218393152,Anchorage,Muldoon Elementary,2013,413,29,14.1,Anchorage School District,,,
-149.71989702,61.218393152,Anchorage,Muldoon Elementary,2014,392,32,12.7,Anchorage School District,,,
-149.71989702,61.218393152,Anchorage,Muldoon Elementary,2015,420,30,15.2,Anchorage School District,,,
-149.71989702,61.218393152,Anchorage,Muldoon Elementary,2016,431,32,14.3,Anchorage School District,,,
-149.71989702,61.218393152,Anchorage,Muldoon Elementary,2017,431,31,14.56,Anchorage School District,,,
-149.71989702,61.218393152,Anchorage,Muldoon Elementary,2018,454,32,14.96,Anchorage School District,,,
-149.71989702,61.218393152,Anchorage,Muldoon Elementary,2019,442,31,14.26,Anchorage School District,,,
-149.71989702,61.218393152,Anchorage,Muldoon Elementary,2020,459,30,16.33,Anchorage School District,,,
-149.71989702,61.218393152,Anchorage,Muldoon Elementary,2021,430,30,15.69,Anchorage School District,,,
-162.584028393,66.901727722,Kotzebue,NWABSD Home School,2014,1,0,0,Northwest Arctic Borough School District,,,
-162.584028393,66.901727722,Kotzebue,NWABSD Home School,2015,11,1,44,Northwest Arctic Borough School District,8,0,0.0
-162.584028393,66.901727722,Kotzebue,NWABSD Home School,2016,20,1,80,Northwest Arctic Borough School District,14,4,0.2857
-162.584028393,66.901727722,Kotzebue,NWABSD Home School,2017,31,1,124,Northwest Arctic Borough School District,10,3,0.3
-162.584028393,66.901727722,Kotzebue,NWABSD Home School,2018,43,1,172,Northwest Arctic Borough School District,9,0,0.0
-162.584028393,66.901727722,Kotzebue,NWABSD Home School,2019,41,1,164,Northwest Arctic Borough School District,13,2,0.1538
-162.584028393,66.901727722,Kotzebue,NWABSD Home School,2020,27,1,108,Northwest Arctic Borough School District,7,1,0.1429
-162.584028393,66.901727722,Kotzebue,NWABSD Home School,2021,25,1,100,Northwest Arctic Borough School District,10,5,0.5
-157.00517662,58.7330769280001,South Naknek,Naknek Elementary,2013,66,10,8,Bristol Bay Borough School District,,,
-157.00517662,58.7330769280001,South Naknek,Naknek Elementary,2014,70,9,13.2,Bristol Bay Borough School District,,,
-157.00517662,58.7330769280001,South Naknek,Naknek Elementary,2015,57,9,13.3,Bristol Bay Borough School District,,,
-157.00517662,58.7330769280001,South Naknek,Naknek Elementary,2016,59,6,12,Bristol Bay Borough School District,,,
-157.00517662,58.7330769280001,South Naknek,Naknek Elementary,2017,49,4,15.94,Bristol Bay Borough School District,,,
-157.00517662,58.7330769280001,South Naknek,Naknek Elementary,2018,48,4,17.12,Bristol Bay Borough School District,,,
-157.00517662,58.7330769280001,Naknek,Naknek Elementary,2019,53,11,11.65,Bristol Bay Borough School District,,,
-157.00517662,58.7330769280001,Naknek,Naknek Elementary,2020,59,11,10.72,Bristol Bay Borough School District,,,
-157.00517662,58.7330769280001,South Naknek,Naknek Elementary,2021,56,10,11.35,Bristol Bay Borough School District,,,
-151.919942808,59.3544359300001,Nanwalek,Nanwalek School,2013,80,12,10.3,Kenai Peninsula Borough School District,,,
-151.919942808,59.3544359300001,Nanwalek,Nanwalek School,2014,80,16,10.3,Kenai Peninsula Borough School District,,,
-151.919942808,59.3544359300001,Nanwalek,Nanwalek School,2015,76,17,10.1,Kenai Peninsula Borough School District,4,4,1.0
-151.919942808,59.3544359300001,Nanwalek,Nanwalek School,2016,76,10,11.5,Kenai Peninsula Borough School District,3,3,1.0
-151.919942808,59.3544359300001,Nanwalek,Nanwalek School,2017,83,13,12.5,Kenai Peninsula Borough School District,3,3,1.0
-151.919942808,59.3544359300001,Nanwalek,Nanwalek School,2018,77,11,11.65,Kenai Peninsula Borough School District,2,2,1.0
-151.919942808,59.3544359300001,Nanwalek,Nanwalek School,2019,75,11,9.82,Kenai Peninsula Borough School District,3,3,1.0
-151.919942808,59.3544359300001,Nanwalek,Nanwalek School,2020,80,9,14.47,Kenai Peninsula Borough School District,8,7,0.875
-151.919942808,59.3544359300001,Nanwalek,Nanwalek School,2021,72,9,12.07,Kenai Peninsula Borough School District,4,3,0.75
-162.988496762,67.5718126140001,Noatak,Napaaqtugmiut School,2013,170,14,14.3,Northwest Arctic Borough School District,,,
-162.988496762,67.5718126140001,Noatak,Napaaqtugmiut School,2014,174,13,19.7,Northwest Arctic Borough School District,,,
-162.988496762,67.5718126140001,Noatak,Napaaqtugmiut School,2015,171,14,14.9,Northwest Arctic Borough School District,8,7,0.875
-162.988496762,67.5718126140001,Noatak,Napaaqtugmiut School,2016,174,14,15.3,Northwest Arctic Borough School District,11,10,0.9091
-162.988496762,67.5718126140001,Noatak,Napaaqtugmiut School,2017,177,11,17.85,Northwest Arctic Borough School District,18,15,0.8333
-162.988496762,67.5718126140001,Noatak,Napaaqtugmiut School,2018,179,12,16.48,Northwest Arctic Borough School District,10,10,1.0
-162.988496762,67.5718126140001,Noatak,Napaaqtugmiut School,2019,163,11,16.62,Northwest Arctic Borough School District,9,7,0.7778
-162.988496762,67.5718126140001,Noatak,Napaaqtugmiut School,2020,155,11,15.57,Northwest Arctic Borough School District,11,9,0.8182
-162.988496762,67.5718126140001,Noatak,Napaaqtugmiut School,2021,147,12,13.01,Northwest Arctic Borough School District,9,7,0.7778
-133.202697287,55.868971408,Naukati Bay,Naukati School,2013,19,6,7.6,Southeast Island School District,,,
-133.202697287,55.868971408,Naukati Bay,Naukati School,2014,23,5,8.7,Southeast Island School District,,,
-133.202697287,55.868971408,Naukati Bay,Naukati School,2015,19,6,6.8,Southeast Island School District,2,0,0.0
-133.202697287,55.868971408,Naukati Bay,Naukati School,2016,15,5,7.6,Southeast Island School District,0,0,
-133.202697287,55.868971408,Naukati Bay,Naukati School,2017,21,5,11.01,Southeast Island School District,1,0,0.0
-133.202697287,55.868971408,Naukati Bay,Naukati School,2018,16,5,8,Southeast Island School District,0,0,
