Longitude,Latitude,Community,School,Year,TotalEnrollmentK12,TotalTeacherCount,StudentTeacherRatio,SchoolDistrict,In_Cohort,Graduates,GraduationRate
-156.857499646,59.112463206,Levelock,Levelock School,2017,20,4,6.89,Lake and Peninsula Borough School District,0,0,
-156.857499646,59.112463206,Levelock,Levelock School,2018,17,4,7.83,Lake and Peninsula Borough School District,2,2,1.0
-156.857499646,59.112463206,Levelock,Levelock School,2019,18,4,6.45,Lake and Peninsula Borough School District,2,1,0.5
-156.857499646,59.112463206,Levelock,Levelock School,2020,18,3,7.14,Lake and Peninsula Borough School District,,,
-156.857499646,59.112463206,Levelock,Levelock School,2021,10,3,4.29,Lake and Peninsula School District,,,
-162.676354762,60.342787517,Tuntutuliak,Lewis Angapak Memorial School,2013,153,10,15.2,Lower Kuskokwim School District,,,
-162.676354762,60.342787517,Tuntutuliak,Lewis Angapak Memorial School,2014,145,10,16.1,Lower Kuskokwim School District,,,
-162.676354762,60.342787517,Tuntutuliak,Lewis Angapak Memorial School,2015,153,10,17.1,Lower Kuskokwim School District,10,5,0.5
-162.676354762,60.342787517,Tuntutuliak,Lewis Angapak Memorial School,2016,142,10,14.1,Lower Kuskokwim School District,11,5,0.4545
-162.676354762,60.342787517,Tuntutuliak,Lewis Angapak Memorial School,2017,148,10,14.8,Lower Kuskokwim School District,12,6,0.5
-162.676354762,60.342787517,Tuntutuliak,Lewis Angapak Memorial School,2018,155,10,16.3,Lower Kuskokwim School District,14,10,0.7143
-162.676354762,60.342787517,Tuntutuliak,Lewis Angapak Memorial School,2019,141,8,17.82,Lower Kuskokwim School District,13,8,0.6154
-162.676354762,60.342787517,Tuntutuliak,Lewis Angapak Memorial School,2020,141,10,14.3,Lower Kuskokwim School District,11,8,0.7273
-162.676354762,60.342787517,Tuntutuliak,Lewis Angapak Memorial School,2021,150,10,15.3,Lower Kuskokwim School District,13,8,0.6154
-152.392141961,57.795130402,Kodiak,Main Elementary,2013,237,20,14.1,Kodiak Island Borough School District,,,
-152.392141961,57.795130402,Kodiak,Main Elementary,2014,232,18,15.1,Kodiak Island Borough School District,,,
-152.392141961,57.795130402,Kodiak,Main Elementary,2015,253,17,16.5,Kodiak Island Borough School District,,,
-152.392141961,57.795130402,Kodiak,Main Elementary,2016,244,19,14.6,Kodiak Island Borough School District,,,
-152.392141961,57.795130402,Kodiak,Main Elementary,2017,226,14,17.38,Kodiak Island Borough School District,,,
-152.392141961,57.795130402,Kodiak,Main Elementary,2018,227,17,13.35,Kodiak Island Borough School District,,,
-152.392141961,57.795130402,Kodiak,Main Elementary,2019,211,18,12.41,Kodiak Island Borough School District,,,
-152.392141961,57.795130402,Kodiak,Main Elementary,2020,216,18,12.34,Kodiak Island Borough School District,,,
-152.392141961,57.795130402,Kodiak,Main Elementary,2021,181,24,10.16,Kodiak Island Borough School District,,,
-159.053125932,58.982806312,Manokotak,Manokotak School,2013,118,13,10.1,Southwest Region School District,,,
-159.053125932,58.982806312,Manokotak,Manokotak School,2014,133,12,12.5,Southwest Region School District,,,
-159.053125932,58.982806312,Manokotak,Manokotak School,2015,127,14,9.8,Southwest Region School District,12,6,0.5
-159.053125932,58.982806312,Manokotak,Manokotak School,2016,125,12,11,Southwest Region School District,12,5,0.4167
-159.053125932,58.982806312,Manokotak,Manokotak School,2017,122,12,10.96,Southwest Region School District,8,5,0.625
-159.053125932,58.982806312,Manokotak,Manokotak School,2018,124,12,11.58,Southwest Region School District,8,7,0.875
-159.053125932,58.982806312,Manokotak,Manokotak School,2019,123,13,10.32,Southwest Region School District,8,6,0.75
-159.053125932,58.982806312,Manokotak,Manokotak School,2020,111,13,9.92,Southwest Region School District,7,7,1.0
-159.053125932,58.982806312,Manokotak,Manokotak School,2021,113,13,9.92,Southwest Region School District,10,8,0.8
-151.232329378,60.5668812980001,Kenai,Marathon School,2013,3,1,3.5,Kenai Peninsula Borough School District,,,
-151.232329378,60.5668812980001,Kenai,Marathon School,2014,3,1,4.9,Kenai Peninsula Borough School District,,,
-151.232329378,60.5668812980001,Kenai,Marathon School,2015,10,1,10,Kenai Peninsula Borough School District,2,0,0.0
-151.232329378,60.5668812980001,Kenai,Marathon School,2016,11,1,8,Kenai Peninsula Borough School District,3,0,0.0
-151.232329378,60.5668812980001,Kenai,Marathon School,2017,11,1,11,Kenai Peninsula Borough School District,3,0,0.0
-151.232329378,60.5668812980001,Kenai,Marathon School,2018,5,1,7.46,Kenai Peninsula Borough School District,2,0,0.0
-151.232329378,60.5668812980001,Kenai,Marathon School,2019,9,1,9,Kenai Peninsula Borough School District,8,2,0.25
-151.232329378,60.5668812980001,Kenai,Marathon School,2020,6,2,5.94,Kenai Peninsula Borough School District,1,1,1.0
-151.232329378,60.5668812980001,Kenai,Marathon School,2021,4,1,4,Kenai Peninsula Borough School District,2,0,0.0
-162.087027965,61.8791419090001,Marshall,Marshall School,2013,140,10,13.5,Lower Yukon School District,,,
-162.087027965,61.8791419090001,Marshall,Marshall School,2014,127,11,11.6,Lower Yukon School District,,,
-162.087027965,61.8791419090001,Marshall,Marshall School,2015,133,10,13.3,Lower Yukon School District,7,2,0.2857
-162.087027965,61.8791419090001,Marshall,Marshall School,2016,133,10,14.4,Lower Yukon School District,12,7,0.5833
-162.087027965,61.8791419090001,Marshall,Marshall School,2017,139,10,13.9,Lower Yukon School District,12,5,0.4167
-162.087027965,61.8791419090001,Marshall,Marshall School,2018,119,8,14.88,Lower Yukon School District,5,3,0.6
-162.087027965,61.8791419090001,Marshall,Marshall School,2019,121,10,12.2,Lower Yukon School District,11,7,0.6364
-162.087027965,61.8791419090001,Marshall,Marshall School,2020,112,9,13.33,Lower Yukon School District,6,3,0.5
-162.087027965,61.8791419090001,Marshall,Marshall School,2021,128,9,14.33,Lower Yukon School District,15,8,0.5333
-163.035085906,64.542829931,Golovin,Martin L. Olson School,2013,50,9,6.8,Bering Strait School District,,,
-163.035085906,64.542829931,Golovin,Martin L. Olson School,2014,46,8,7.4,Bering Strait School District,,,
-163.035085906,64.542829931,Golovin,Martin L. Olson School,2015,49,7,6.9,Bering Strait School District,2,2,1.0
-163.035085906,64.542829931,Golovin,Martin L. Olson School,2016,47,7,7.6,Bering Strait School District,4,4,1.0
-163.035085906,64.542829931,Golovin,Martin L. Olson School,2017,45,4,13,Bering Strait School District,2,2,1.0
-163.035085906,64.542829931,Golovin,Martin L. Olson School,2018,45,6,8.67,Bering Strait School District,3,3,1.0
-163.035085906,64.542829931,Golovin,Martin L. Olson School,2019,46,10,6.85,Bering Strait School District,2,2,1.0
-163.035085906,64.542829931,Golovin,Martin L. Olson School,2020,43,8,7.7,Bering Strait School District,2,2,1.0
-163.035085906,64.542829931,Golovin,Martin L. Olson School,2021,42,9,6.76,Bering Strait School District,3,3,1.0
-149.832593331,61.1929544540001,Anchorage,Martin Luther King Jr. Technical High School,2020,183,36,5.15,Anchorage School District,116,109,0.9397
-149.832593331,61.1929544540001,Anchorage,Martin Luther King Jr. Technical High School,2021,110,25,4.43,Anchorage School District,65,63,0.9692
-149.363290586,61.6082157610001,Wasilla,Mat-Su Career & Tech Ed High School,2013,436,32,18.2,Matanuska-Susitna Borough School District,,,
-149.363290586,61.6082157610001,Wasilla,Mat-Su Career & Tech Ed High School,2014,432,33,15.4,Matanuska-Susitna Borough School District,,,
-149.363290586,61.6082157610001,Wasilla,Mat-Su Career & Tech Ed High School,2015,459,31,19.4,Matanuska-Susitna Borough School District,,,
-149.363290586,61.6082157610001,Wasilla,Mat-Su Career & Tech Ed High School,2016,542,46,18.3,Matanuska-Susitna Borough School District,100,93,0.93
-149.363290586,61.6082157610001,Wasilla,Mat-Su Career & Tech Ed High School,2017,582,36,16.21,Matanuska-Susitna Borough School District,117,113,0.9658
-149.363290586,61.6082157610001,Wasilla,Mat-Su Career & Tech Ed High School,2018,666,37,18.44,Matanuska-Susitna Borough School District,126,121,0.9603
-149.363290586,61.6082157610001,Wasilla,Mat-Su Career & Tech Ed High School,2019,702,40,18.21,Matanuska-Susitna Borough School District,154,146,0.9481
-149.363290586,61.6082157610001,Wasilla,Mat-Su Career & Tech Ed High School,2020,759,40,19.23,Matanuska-Susitna Borough School District,130,129,0.9923
-149.363290586,61.6082157610001,Wasilla,Mat-Su Career & Tech Ed High School,2021,774,41,19.09,Matanuska-Susitna Borough School District,144,142,0.9861
-149.434226737,61.579600514,Wasilla,Mat-Su Central School,2013,1479,11,257.8,Matanuska-Susitna Borough School District,,,
-149.434226737,61.579600514,Wasilla,Mat-Su Central School,2014,1509,23,92.2,Matanuska-Susitna Borough School District,,,
-149.434226737,61.579600514,Wasilla,Mat-Su Central School,2015,1603,24,83.6,Matanuska-Susitna Borough School District,,,
-149.434226737,61.579600514,Wasilla,Mat-Su Central School,2016,1550,94,42.1,Matanuska-Susitna Borough School District,180,128,0.7111
-149.434226737,61.579600514,Wasilla,Mat-Su Central School,2017,1614,23,74.24,Matanuska-Susitna Borough School District,188,126,0.6702
-149.434226737,61.579600514,Wasilla,Mat-Su Central School,2018,1743,22,84.94,Matanuska-Susitna Borough School District,229,163,0.7118
-149.434226737,61.579600514,Wasilla,Mat-Su Central School,2019,1632,25,71.33,Matanuska-Susitna Borough School District,213,160,0.7512
-149.434226737,61.579600514,Chase,Mat-Su Central School,2020,1820,7,288.89,Matanuska-Susitna Borough School District,219,158,0.7215
-149.434226737,61.579600514,Wasilla,Mat-Su Central School,2021,2858,26,117.9,Matanuska-Susitna Borough School District,217,153,0.7051
-149.350957851,61.605884947,Wasilla,Mat-Su Day School,2013,65,5,16.8,Matanuska-Susitna Borough School District,,,
-149.350957851,61.605884947,Wasilla,Mat-Su Day School,2014,75,7,11.1,Matanuska-Susitna Borough School District,,,
-149.350957851,61.605884947,Wasilla,Mat-Su Day School,2015,69,10,8.7,Matanuska-Susitna Borough School District,,,
-149.350957851,61.605884947,Wasilla,Mat-Su Day School,2016,78,12,7,Matanuska-Susitna Borough School District,8,2,0.25
-149.350957851,61.605884947,Wasilla,Mat-Su Day School,2017,87,14,6.44,Matanuska-Susitna Borough School District,11,1,0.0909
-149.350957851,61.605884947,Wasilla,Mat-Su Day School,2018,89,15,5.97,Matanuska-Susitna Borough School District,17,0,0.0
-149.350957851,61.605884947,Wasilla,Mat-Su Day School,2019,85,20,4.57,Matanuska-Susitna Borough School District,8,0,0.0
-149.350957851,61.605884947,Wasilla,Mat-Su Day School,2020,71,14,5.07,Matanuska-Susitna Borough School District,14,2,0.1429
-149.350957851,61.605884947,Wasilla,Mat-Su Day School,2021,78,14,5.57,Matanuska-Susitna Borough School District,6,1,0.1667
-149.241914165,61.57944329,Palmer,Mat-Su Middle College School,2018,161,1,161,Matanuska-Susitna Borough School District,85,84,0.9882
-149.241914165,61.57944329,Wasilla,Mat-Su Middle College School,2019,177,1,177,Matanuska-Susitna Borough School District,86,83,0.9651
-149.241914165,61.57944329,Wasilla,Mat-Su Middle College School,2020,194,2,97,Matanuska-Susitna Borough School District,98,97,0.9898
-149.241914165,61.57944329,Palmer,Mat-Su Middle College School,2021,210,2,105,Matanuska-Susitna Borough School District,89,89,1.0
-149.104325109,61.5859501990001,Wasilla,Mat-Su Youth Facility,2013,14,1,13,Matanuska-Susitna Borough School District,,,
-149.104325109,61.5859501990001,Wasilla,Mat-Su Youth Facility,2014,13,1,14.6,Matanuska-Susitna Borough School District,,,
-149.104325109,61.5859501990001,Wasilla,Mat-Su Youth Facility,2015,6,1,15.3,Matanuska-Susitna Borough School District,,,
-149.104325109,61.5859501990001,Wasilla,Mat-Su Youth Facility,2016,13,1,11.7,Matanuska-Susitna Borough School District,7,1,0.1429
-149.104325109,61.5859501990001,Wasilla,Mat-Su Youth Facility,2017,11,1,11,Matanuska-Susitna Borough School District,9,4,0.4444
-149.104325109,61.5859501990001,Wasilla,Mat-Su Youth Facility,2018,11,1,11,Matanuska-Susitna Borough School District,7,4,0.5714
-149.104325109,61.5859501990001,Wasilla,Mat-Su Youth Facility,2019,17,1,17,Matanuska-Susitna Borough School District,7,1,0.1429
-149.104325109,61.5859501990001,Wasilla,Mat-Su Youth Facility,2020,19,1,19,Matanuska-Susitna Borough School District,2,0,0.0
-149.104325109,61.5859501990001,Wasilla,Mat-Su Youth Facility,2021,6,1,6,Matanuska-Susitna Borough School District,3,0,0.0
-152.087943756,65.1711695440001,Tanana,Maudrey J. Sommer School,2013,48,4,12.4,Tanana City School District,,,
-152.087943756,65.1711695440001,Tanana,Maudrey J. Sommer School,2014,40,5,8.1,Tanana City School District,,,
-152.087943756,65.1711695440001,Tanana,Maudrey J. Sommer School,2015,39,5,7.7,Tanana City School District,4,2,0.5
-152.087943756,65.1711695440001,Tanana,Maudrey J. Sommer School,2016,37,5,7.8,Tanana City School District,2,1,0.5
-152.087943756,65.1711695440001,Tanana,Maudrey J. Sommer School,2017,36,4,9,Tanana City School District,3,3,1.0
-152.087943756,65.1711695440001,Tanana,Maudrey J. Sommer School,2018,47,4,11.75,Tanana City School District,5,4,0.8
-152.087943756,65.1711695440001,Tanana,Maudrey J. Sommer School,2019,51,4,12.75,Tanana City School District,4,3,0.75
-152.087943756,65.1711695440001,Tanana,Maudrey J. Sommer School,2020,33,4,8.25,Tanana City School District,3,2,0.6667
-152.087943756,65.1711695440001,Tanana,Maudrey J. Sommer School,2021,30,4,7.5,Tanana City Schoool District,2,2,1.0
-155.596089598,62.9534149510001,McGrath,McGrath School,2013,48,5,9.6,Iditarod Area School District,,,
-155.596089598,62.9534149510001,McGrath,McGrath School,2014,61,9,11,Iditarod Area School District,,,
-155.596089598,62.9534149510001,McGrath,McGrath School,2015,60,8,10.8,Iditarod Area School District,4,4,1.0
-155.596089598,62.9534149510001,McGrath,McGrath School,2016,50,6,16.3,Iditarod Area School District,2,1,0.5
-155.596089598,62.9534149510001,McGrath,McGrath School,2017,52,6,9.92,Iditarod Area School District,0,0,
-155.596089598,62.9534149510001,McGrath,McGrath School,2018,39,2,23.56,Iditarod Area School District,2,0,0.0
-155.596089598,62.9534149510001,McGrath,McGrath School,2019,31,3,11,Iditarod Area School District,1,0,0.0
-155.596089598,62.9534149510001,McGrath,McGrath School,2020,32,3,10.67,Iditarod Area School District,2,1,0.5
-155.596089598,62.9534149510001,McGrath,McGrath School,2021,33,4,8.25,Iditarod Area School District,3,3,1.0
-149.8320223,61.1874211150001,Anchorage,McLaughlin Secondary School,2013,88,15,5.9,Anchorage School District,,,
-149.8320223,61.1874211150001,Anchorage,McLaughlin Secondary School,2014,95,24,6.2,Anchorage School District,,,
-149.8320223,61.1874211150001,Anchorage,McLaughlin Secondary School,2015,96,14,12.9,Anchorage School District,44,14,0.3182
-149.8320223,61.1874211150001,Anchorage,McLaughlin Secondary School,2016,109,14,8.3,Anchorage School District,46,16,0.3478
-149.8320223,61.1874211150001,Anchorage,McLaughlin Secondary School,2017,84,13,6.46,Anchorage School District,35,11,0.3143
-149.8320223,61.1874211150001,Anchorage,McLaughlin Secondary School,2018,77,13,5.94,Anchorage School District,27,5,0.1852
-149.8320223,61.1874211150001,Anchorage,McLaughlin Secondary School,2019,89,14,6.43,Anchorage School District,39,18,0.4615
-149.8320223,61.1874211150001,Anchorage,McLaughlin Secondary School,2020,72,13,5.54,Anchorage School District,39,18,0.4615
-149.8320223,61.1874211150001,Anchorage,McLaughlin Secondary School,2021,56,14,4.23,Anchorage School District,27,15,0.5556
-151.257838015,59.746017893,Kachemak,McNeil Canyon Elementary,2013,138,12,12.6,Kenai Peninsula Borough School District,,,
-151.257838015,59.746017893,Kachemak,McNeil Canyon Elementary,2014,131,12,11.5,Kenai Peninsula Borough School District,,,
-151.257838015,59.746017893,Kachemak,McNeil Canyon Elementary,2015,120,12,10.4,Kenai Peninsula Borough School District,,,
-151.257838015,59.746017893,Kachemak,McNeil Canyon Elementary,2016,116,10,12.3,Kenai Peninsula Borough School District,,,
-151.257838015,59.746017893,Kachemak,McNeil Canyon Elementary,2017,125,10,13.45,Kenai Peninsula Borough School District,,,
-151.257838015,59.746017893,Kachemak,McNeil Canyon Elementary,2018,123,10,13.16,Kenai Peninsula Borough School District,,,
-151.257838015,59.746017893,Homer,McNeil Canyon Elementary,2019,117,10,12.49,Kenai Peninsula Borough School District,,,
-151.257838015,59.746017893,Homer,McNeil Canyon Elementary,2020,121,10,13.61,Kenai Peninsula Borough School District,,,
-151.257838015,59.746017893,Kachemak,McNeil Canyon Elementary,2021,96,10,10.74,Kenai Peninsula Borough School District,,,
-164.535479056,67.7258295,Kivalina,McQueen School,2013,119,9,13.2,Northwest Arctic Borough School District,,,
-164.535479056,67.7258295,Kivalina,McQueen School,2014,131,12,13.6,Northwest Arctic Borough School District,,,
-164.535479056,67.7258295,Kivalina,McQueen School,2015,128,9,16.1,Northwest Arctic Borough School District,2,1,0.5
-164.535479056,67.7258295,Kivalina,McQueen School,2016,136,11,13.6,Northwest Arctic Borough School District,7,6,0.8571
-164.535479056,67.7258295,Kivalina,McQueen School,2017,132,12,12.08,Northwest Arctic Borough School District,7,4,0.5714
-164.535479056,67.7258295,Kivalina,McQueen School,2018,143,8,19.38,Northwest Arctic Borough School District,6,5,0.8333
-164.535479056,67.7258295,Kivalina,McQueen School,2019,144,12,13.5,Northwest Arctic Borough School District,4,4,1.0
-164.535479056,67.7258295,Kivalina,McQueen School,2020,161,8,20.88,Northwest Arctic Borough School District,3,2,0.6667
-164.535479056,67.7258295,Kivalina,McQueen School,2021,157,11,14.73,Northwest Arctic Borough School District,9,6,0.6667
-157.418524832,70.481187559,Atqasuk,Meade River School,2013,61,10,6.1,North Slope Borough School District,,,
-157.418524832,70.481187559,Atqasuk,Meade River School,2014,64,10,6.5,North Slope Borough School District,,,
-157.418524832,70.481187559,Atqasuk,Meade River School,2015,67,10,6.7,North Slope Borough School District,2,2,1.0
-157.418524832,70.481187559,Atqasuk,Meade River School,2016,65,7,9.5,North Slope Borough School District,8,4,0.5
-157.418524832,70.481187559,Atqasuk,Meade River School,2017,73,10,8.5,North Slope Borough School District,4,4,1.0
-157.418524832,70.481187559,Atqasuk,Meade River School,2018,67,9,8.71,North Slope Borough School District,5,3,0.6
-157.418524832,70.481187559,Atqasuk,Meade River School,2019,72,10,8.7,North Slope Borough School District,5,4,0.8
-157.418524832,70.481187559,Atqasuk,Meade River School,2020,77,10,9.2,North Slope Borough School District,5,5,1.0
-157.418524832,70.481187559,Atqasuk,Meade River School,2021,70,11,7.27,North Slope Borough School District,6,5,0.8333
-149.621284744,61.610695885,Meadow Lakes,Meadow Lakes Elementary,2013,392,21,19.8,Matanuska-Susitna Borough School District,,,
-149.621284744,61.610695885,Meadow Lakes,Meadow Lakes Elementary,2014,406,25,16.9,Matanuska-Susitna Borough School District,,,
-149.621284744,61.610695885,Meadow Lakes,Meadow Lakes Elementary,2015,432,27,16.3,Matanuska-Susitna Borough School District,,,
-149.621284744,61.610695885,Meadow Lakes,Meadow Lakes Elementary,2016,429,30,14.4,Matanuska-Susitna Borough School District,,,
-149.621284744,61.610695885,Meadow Lakes,Meadow Lakes Elementary,2017,414,27,16.65,Matanuska-Susitna Borough School District,,,
-149.621284744,61.610695885,Meadow Lakes,Meadow Lakes Elementary,2018,394,27,15.74,Matanuska-Susitna Borough School District,,,
-149.621284744,61.610695885,Meadow Lakes,Meadow Lakes Elementary,2019,359,25,16.7,Matanuska-Susitna Borough School District,,,
-149.621284744,61.610695885,Meadow Lakes,Meadow Lakes Elementary,2020,308,24,14.72,Matanuska-Susitna Borough School District,,,
-149.621284744,61.610695885,Meadow Lakes,Meadow Lakes Elementary,2021,251,23,12.57,Matanuska-Susitna Borough School District,,,
-149.931623907,61.129566772,Anchorage,Mears Middle School,2013,857,54,16.3,Anchorage School District,,,
-149.931623907,61.129566772,Anchorage,Mears Middle School,2014,817,53,16.2,Anchorage School District,,,
-149.931623907,61.129566772,Anchorage,Mears Middle School,2015,778,46,17.4,Anchorage School District,,,
-149.931623907,61.129566772,Anchorage,Mears Middle School,2016,791,46,17.6,Anchorage School District,,,
-149.931623907,61.129566772,Anchorage,Mears Middle School,2017,798,46,18.22,Anchorage School District,,,
-149.931623907,61.129566772,Anchorage,Mears Middle School,2018,802,45,19.67,Anchorage School District,,,
-149.931623907,61.129566772,Anchorage,Mears Middle School,2019,793,42,19.94,Anchorage School District,,,
-149.931623907,61.129566772,Anchorage,Mears Middle School,2020,753,44,18.01,Anchorage School District,,,
-149.931623907,61.129566772,Anchorage,Mears Middle School,2021,684,43,17.33,Anchorage School District,,,
-134.582160836,58.402347229,Juneau,Mendenhall River Community School,2013,358,28,14.5,Juneau School District,,,
-134.582160836,58.402347229,Juneau,Mendenhall River Community School,2014,357,29,14.1,Juneau School District,,,
-134.582160836,58.402347229,Juneau,Mendenhall River Community School,2015,333,26,14.6,Juneau School District,,,
-134.582160836,58.402347229,Juneau,Mendenhall River Community School,2016,308,26,20.5,Juneau School District,,,
-134.582160836,58.402347229,Juneau,Mendenhall River Community School,2017,317,25,16.56,Juneau School District,,,
-134.582160836,58.402347229,Juneau,Mendenhall River Community School,2018,321,27,14.93,Juneau School District,,,
-134.582160836,58.402347229,Juneau,Mendenhall River Community School,2019,284,26,15.62,Juneau School District,,,
-134.582160836,58.402347229,Juneau,Mendenhall River Community School,2020,306,26,15.5,Juneau School District,,,
-134.582160836,58.402347229,Juneau,Mendenhall River Community School,2021,226,25,11.64,Juneau School District,,,
-143.797606046,62.9294013300001,Mentasta Lake,Mentasta Lake School,2013,30,3,11,Alaska Gateway School District,,,
-143.797606046,62.9294013300001,Mentasta Lake,Mentasta Lake School,2014,35,4,11.5,Alaska Gateway School District,,,
-143.797606046,62.9294013300001,Mentasta Lake,Mentasta Lake School,2015,31,4,10.4,Alaska Gateway School District,0,0,
-143.797606046,62.9294013300001,Mentasta Lake,Mentasta Lake School,2016,32,3,10.9,Alaska Gateway School District,2,1,0.5
-143.797606046,62.9294013300001,Mentasta Lake,Mentasta Lake School,2017,35,3,12.15,Alaska Gateway School District,2,0,0.0
-143.797606046,62.9294013300001,Mentasta Lake,Mentasta Lake School,2018,31,3,10.73,Alaska Gateway School District,0,0,
-143.797606046,62.9294013300001,Mentasta Lake,Mentasta Lake School,2019,30,3,14.83,Alaska Gateway School District,3,2,0.6667
-143.797606046,62.9294013300001,Mentasta Lake,Mentasta Lake School,2020,29,2,16.84,Alaska Gateway School District,,,
-143.797606046,62.9294013300001,Mentasta Lake,Mentasta Lake School,2021,29,4,10.32,Alaska Gateway,1,0,0.0
-155.466980761,64.741239352,Ruby,Merreline A Kangas School,2013,25,5,5.3,Yukon-Koyukuk School District,,,
-155.466980761,64.741239352,Ruby,Merreline A Kangas School,2014,37,4,9.3,Yukon-Koyukuk School District,,,
-155.466980761,64.741239352,Ruby,Merreline A Kangas School,2015,33,5,8.3,Yukon-Koyukuk School District,1,1,1.0
-155.466980761,64.741239352,Ruby,Merreline A Kangas School,2016,29,5,6.9,Yukon-Koyukuk School District,1,1,1.0
-155.466980761,64.741239352,Ruby,Merreline A Kangas School,2017,28,4,7.5,Yukon-Koyukuk School District,0,0,
-155.466980761,64.741239352,Ruby,Merreline A Kangas School,2018,28,4,7.75,Yukon-Koyukuk School District,0,0,
-155.466980761,64.741239352,Ruby,Merreline A Kangas School,2019,30,4,8.25,Yukon-Koyukuk School District,1,0,0.0
-155.466980761,64.741239352,Ruby,Merreline A Kangas School,2020,23,4,7.69,Yukon-Koyukuk School District,,,
-155.466980761,64.741239352,Ruby,Merreline A Kangas School,2021,31,5,9.97,Yukon-Koyukuk School District,2,1,0.5
-164.511562595,60.820587435,Newtok,Mertarvik School,2021,35,1,35,Lower Kuskokwim School District,3,3,1.0
-158.661292206,56.9241282570001,Port Heiden,Meshik School,2013,25,4,6.5,Lake and Peninsula Borough School District,,,
-158.661292206,56.9241282570001,Port Heiden,Meshik School,2014,20,4,5,Lake and Peninsula Borough School District,,,
-158.661292206,56.9241282570001,Port Heiden,Meshik School,2015,20,3,6.6,Lake and Peninsula Borough School District,3,3,1.0
-158.661292206,56.9241282570001,Port Heiden,Meshik School,2016,17,5,4.2,Lake and Peninsula Borough School District,1,1,1.0
-158.661292206,56.9241282570001,Port Heiden,Meshik School,2017,16,5,4.44,Lake and Peninsula Borough School District,1,1,1.0
-158.661292206,56.9241282570001,Port Heiden,Meshik School,2018,23,3,9,Lake and Peninsula Borough School District,0,0,
-158.661292206,56.9241282570001,Port Heiden,Meshik School,2019,20,3,8.33,Lake and Peninsula Borough School District,1,1,1.0
-158.661292206,56.9241282570001,Port Heiden,Meshik School,2020,17,4,4.75,Lake and Peninsula Borough School District,3,2,0.6667
-158.661292206,56.9241282570001,Port Heiden,Meshik School,2021,18,4,5.5,Lake and Peninsula School District,,,
-131.57724653,55.1262152410001,Metlakatla,Metlakatla High School,2013,83,14,9.7,Annette Island School District,,,
-131.57724653,55.1262152410001,Metlakatla,Metlakatla High School,2014,73,16,7.2,Annette Island School District,,,
-131.57724653,55.1262152410001,Metlakatla,Metlakatla High School,2015,86,12,9.3,Annette Island School District,21,15,0.7143
-131.57724653,55.1262152410001,Metlakatla,Metlakatla High School,2016,90,11,9.5,Annette Island School District,21,18,0.8571
-131.57724653,55.1262152410001,Metlakatla,Metlakatla High School,2017,90,12,10.71,Annette Island School District,14,12,0.8571
-131.57724653,55.1262152410001,Metlakatla,Metlakatla High School,2018,89,12,18.16,Annette Island School District,28,27,0.9643
-131.57724653,55.1262152410001,Metlakatla,Metlakatla High School,2019,71,9,7.89,Annette Island School District,22,18,0.8182
-131.57724653,55.1262152410001,Metlakatla,Metlakatla High School,2020,68,11,8.25,Annette Island School District,18,17,0.9444
-131.57724653,55.1262152410001,Metlakatla,Metlakatla High School,2021,77,11,10.09,Annette Island School District,15,12,0.8
-147.412614955,64.804567008,Badger,Midnight Sun Elementary School,2020,404,23,17.7,Fairbanks North Star Borough School District,,,
-147.412614955,64.804567008,Badger,Midnight Sun Elementary School,2021,276,21,13.19,Fairbanks Norht Star Borough School District,,,
-149.634736022,61.5970245350001,Meadow Lakes,Midnight Sun Family Learning Center,2013,167,7,27.5,Matanuska-Susitna Borough School District,,,
-149.634736022,61.5970245350001,Meadow Lakes,Midnight Sun Family Learning Center,2014,163,8,22.3,Matanuska-Susitna Borough School District,,,
-149.634736022,61.5970245350001,Meadow Lakes,Midnight Sun Family Learning Center,2015,192,8,25.8,Matanuska-Susitna Borough School District,,,
-149.634736022,61.5970245350001,Meadow Lakes,Midnight Sun Family Learning Center,2016,189,10,21.9,Matanuska-Susitna Borough School District,,,
-149.634736022,61.5970245350001,Meadow Lakes,Midnight Sun Family Learning Center,2017,184,10,22.8,Matanuska-Susitna Borough School District,,,
-149.634736022,61.5970245350001,Meadow Lakes,Midnight Sun Family Learning Center,2018,192,8,24.77,Matanuska-Susitna Borough School District,,,
-149.634736022,61.5970245350001,Meadow Lakes,Midnight Sun Family Learning Center,2019,192,8,24,Matanuska-Susitna Borough School District,,,
-149.634736022,61.5970245350001,Meadow Lakes,Midnight Sun Family Learning Center,2020,207,7,34.5,Matanuska-Susitna Borough School District,,,
-149.634736022,61.5970245350001,Meadow Lakes,Midnight Sun Family Learning Center,2021,171,8,21.38,Matanuska-Susitna Borough School District,,,
-161.770558516,60.8021066650001,Bethel,Mikelnguut Elitnaurviat,2013,254,19,13.6,Lower Kuskokwim School District,,,
-161.770558516,60.8021066650001,Bethel,Mikelnguut Elitnaurviat,2014,257,21,13.2,Lower Kuskokwim School District,,,
-161.770558516,60.8021066650001,Bethel,Mikelnguut Elitnaurviat,2015,233,20,12.1,Lower Kuskokwim School District,,,
-161.770558516,60.8021066650001,Bethel,Mikelnguut Elitnaurviat,2016,232,17,14.5,Lower Kuskokwim School District,,,
