Longitude,Latitude,Community,IncorporationType,AreaType,Population,Year,Is_Subsistence_Use,Is_Essential_Air_Service,Is_Environmentally_Threatened
-147.7257127,64.8451325500001,Fairbanks North Star Borough,2nd Class Borough,Community,100343,2012,0,0,0
-164.6294162,60.93686382,Newtok,Unincorporated CDP,Community,376,2017,1,0,1
-165.5815722,61.8428100100001,Scammon Bay,2nd Class City,Community,498,2011,1,0,1
-161.8147503,59.00848275,Platinum,2nd Class City,Community,45,2017,1,0,1
-161.7531971,60.7082335600001,Napaskiak,2nd Class City,Community,433,2018,1,0,1
-149.4442033,61.58209845,Wasilla,1st Class City,Community,8801,2018,0,0,0
-142.9877619,63.3358964400001,Tok,Unincorporated CDP,Community,1234,2018,1,0,0
-148.3372,70.2553,Prudhoe Bay,CDP,Place of Interest,2174,2018,1,0,0
-154.4982735,59.55470038,Pope-Vannoy Landing,CDP,Place of Interest,4,2017,1,0,0
-145.1796574,61.66126868,Tonsina,Unincorporated CDP,Place of Interest,84,2017,1,0,0
-131.5976178,55.3189242300001,Saxman,2nd Class City,Community,444,2017,0,0,1
-152.0777034,65.17118315,Tanana,1st Class City,Community,204,2018,1,0,1
-131.6480233,55.3424333300001,Ketchikan,Home Rule City,Community,8157,2018,0,0,0
-150.9990162,70.21731414,Nuiqsut,2nd Class City,Community,481,2018,1,0,1
-163.7262756,62.08954141,Mountain Village,2nd Class City,Community,811,2017,1,0,1
-149.128044,60.96775196,Girdwood,Locality,Place of Interest,2714,2017,0,0,0
-151.919921,59.3544344900001,Nanwalek,CDP,Community,304,2017,1,0,1
-150.1718169,65.5033866300001,Rampart,Unincorporated CDP,Community,54,2017,1,0,1
-154.375216,63.01373203,Nikolai,2nd Class City,Community,97,2017,1,0,1
-152.5039855,57.9232638,Ouzinkie,2nd Class City,Community,146,2017,1,0,1
-151.2969256,60.7345972300001,Nikiski,CDP,Community,4605,2017,0,0,0
-147.9767933,64.85543162,Ester,CDP,Community,2621,2013,0,0,0
-154.1732455,56.9468146400001,Akhiok,2nd Class City,Community,88,2017,1,1,1
-163.175161,62.0514716000001,Saint Mary's,1st Class City,Community,554,2011,1,0,1
-152.5037,57.7381,Kodiak Station,CDP,Place of Interest,1295,2018,0,0,0
-147.7592394,64.81107438,South Van Horn,CDP,Place of Interest,566,2014,1,0,0
-135.4457083,58.10953807,Hoonah,1st Class City,Community,773,2017,1,0,1
-149.0878661,61.54831755,Circle View Stampede,Locality,Place of Interest,0,2017,0,0,0
-135.4431478,58.41682002,Excursion Inlet,CDP,Place of Interest,13,2018,1,1,0
-132.3836088,56.470404,Wrangell,Unified Home Rule Borough,Community,2458,2016,1,1,0
-131.6673271,55.3491724900001,Ketchikan Gateway Borough,2nd Class Borough,Community,13754,2017,1,0,0
-166.7342719,68.34808223,Point Hope,2nd Class City,Community,749,2018,1,0,1
-160.0657281,62.9064389100001,Grayling,2nd Class City,Community,185,2017,1,0,1
-146.9772097,64.48242457,Salcha,CDP,Community,1021,2017,0,0,0
-145.4120642,62.0473811800001,Tazlina,Unincorporated CDP,Community,297,2011,1,0,1
-154.0995667,59.78824382,Pedro Bay,CDP,Community,33,2018,1,0,1
-145.3053,61.955,Copper Center,Unincorporated CDP,Community,312,2017,1,0,0
-132.4039292,55.5396225600001,Kasaan,2nd Class City,Community,81,2018,1,0,1
-147.9691582,64.8258662200001,Chena Ridge,CDP,Place of Interest,6179,2013,1,0,0
-166.3870533,60.1016582,Nunivak Island,Unincorporated,Place of Interest,0,2017,0,0,0
-143.7975818,62.92939878,Mentasta Lake,Unincorporated CDP,Community,128,2018,1,0,0
-164.1793005,62.9450601400001,Chuloonawick,Locality,Place of Interest,0,2017,1,0,0
-147.1505301,64.70862307,Moose Creek,CDP,Community,731,2013,0,0,0
-132.3836088,56.470404,Wrangell,Unified Home Rule Borough,Community,2448,2012,1,1,0
-147.0810566,64.6701432,Eielson AFB,CDP,Place of Interest,2593,2014,0,0,0
-165.1072343,60.52954536,Toksook Bay,2nd Class City,Community,683,2018,1,0,1
-170.4840268,63.6929776000001,Savoonga,2nd Class City,Community,758,2017,1,0,1
-154.4366825,57.56248915,Karluk,CDP,Community,29,2018,1,0,1
-162.8541552,68.07171169,Red Dog Mine,CDP,Place of Interest,309,2018,1,0,0
-143.6128541,70.1266124700001,Kaktovik,2nd Class City,Community,262,2017,1,0,1
-154.4366825,57.56248915,Karluk,CDP,Community,29,2017,1,0,1
-144.6018116,63.67518647,Dry Creek,Unincorporated CDP,Community,90,2017,1,0,0
-149.6035519,61.62425754,Meadow Lakes,CDP,Community,9198,2018,0,0,0
-151.5083559,66.92186904,Bettles,2nd Class City,Community,9,2017,1,0,0
-150.2337668,62.31623367,Trapper Creek,CDP,Community,433,2017,0,0,0
-147.7605973,64.8898107300001,Farmers Loop,CDP,Place of Interest,4823,2016,1,0,0
-149.3525898,60.3576311800001,Primrose,CDP,Community,78,2011,1,0,0
-145.527782,62.1126684500001,Glennallen,Unincorporated CDP,Community,465,2017,1,0,0
-164.5071352,60.8188798400001,Mertarvik,Unincorporated CDP,Place of Interest,0,2017,1,0,0
-147.7605973,64.8898107300001,Farmers Loop,CDP,Place of Interest,5024,2013,1,0,0
-160.0322305,70.63853949,Wainwright,2nd Class City,Community,557,2017,1,0,1
-142.9877619,63.3358964400001,Tok,Unincorporated CDP,Community,1258,2011,1,0,0
-147.7605973,64.8898107300001,Farmers Loop,CDP,Place of Interest,4974,2014,1,0,0
-148.8953863,63.39242527,Cantwell,CDP,Community,191,2017,1,0,1
-133.9447988,56.9744498800001,Kake,1st Class City,Community,601,2018,1,1,1
-158.724932,64.3265639300001,Kaltag,2nd Class City,Community,161,2017,1,0,1
-149.1453354,61.64000731,Farm Loop,CDP,Place of Interest,1230,2017,1,0,0
-142.9877619,63.3358964400001,Tok,Unincorporated CDP,Community,1223,2017,1,0,0
-148.8481138,63.85383025,Suntrana,Locality,Place of Interest,0,2017,0,0,0
-157.3346559,61.7822606500001,Red Devil,Unincorporated CDP,Community,16,2018,1,0,0
-145.3321498,62.0110652400001,Silver Springs,Unincorporated CDP,Community,114,2011,1,0,0
-158.4141558,56.3012632000001,Chignik,2nd Class City,Community,98,2018,1,1,1
-132.134714,56.17834671,Thom's Place,Locality,Place of Interest,0,2017,0,0,0
-151.649954,59.4743452800001,Seldovia Village,CDP,Community,165,2011,1,0,0
-142.1008192,67.14753403,Canyon Village,Unincorporated,Place of Interest,0,2017,0,0,0
-162.6000777,66.8951658300001,Northwest Arctic Borough,Non-Unified Home Rule Borough,Community,7850,2017,1,0,0
-150.1075,67.4100000000001,Wiseman,Unincorporated CDP,Place of Interest,14,2011,1,0,0
-165.7735393,54.13431811,Akutan,2nd Class City,Community,994,2018,1,1,1
-142.0352638,62.05966564,Chisana,Unincorporated CDP,Place of Interest,4,2018,1,1,0
-151.649954,59.4743452800001,Seldovia Village,CDP,Community,181,2018,1,0,0
-158.5377611,56.31042481,Chignik Lagoon,CDP,Community,85,2017,1,0,1
-166.7342719,68.34808223,Point Hope,2nd Class City,Community,711,2017,1,0,1
-146.5992937,64.37150719,Harding-Birch Lakes,CDP,Place of Interest,299,2011,1,0,0
-156.6676467,58.6813712700001,King Salmon,CDP,Community,287,2018,1,0,0
-144.6390726,65.4830449,Circle Hot Springs,Locality,Place of Interest,0,2017,0,0,0
-147.0383883,64.8772855300001,Two Rivers,CDP,Community,740,2012,0,0,0
-161.2300017,60.90749213,Akiak,2nd Class City,Community,394,2017,1,0,1
-131.5976178,55.3189242300001,Saxman,2nd Class City,Community,436,2011,0,0,1
-165.2513918,60.5861689800001,Tununak,Unincorporated CDP,Community,327,2011,1,0,1
-133.2026781,55.86896699,Naukati Bay,Unincorporated CDP,Community,124,2018,1,0,0
-145.1850849,61.7999571,Willow Creek,Unincorporated CDP,Place of Interest,191,2011,1,0,0
-162.2645069,64.61655211,Elim,2nd Class City,Community,369,2017,1,0,1
-149.1157308,64.0170859300001,Ferry,CDP,Place of Interest,28,2017,0,0,0
-133.9447988,56.9744498800001,Kake,1st Class City,Community,604,2017,1,1,1
-163.5565366,63.0331139900001,Kotlik,2nd Class City,Community,655,2018,1,0,1
-146.5992937,64.37150719,Harding-Birch Lakes,CDP,Place of Interest,347,2014,1,0,0
-157.1704098,61.7026823800001,Sleetmute,Unincorporated CDP,Community,86,2011,1,0,1
-147.8028,64.8569000000001,College,CDP,Place of Interest,13092,2015,1,0,0
-147.7212482,64.83969225,Fairbanks,Home Rule City,Community,31957,2016,0,0,0
-135.3611485,59.48035687,Dyea,Locality,Place of Interest,0,2017,0,0,0
-170.2812243,63.43491341,Saint Lawrence Island,Unincorporated,Place of Interest,0,2017,1,0,0
-147.3514965,64.7549026500001,North Pole,Home Rule City,Community,2115,2011,0,0,0
-146.3550808,61.13023788,Valdez,Home Rule City,Community,3937,2017,0,0,0
-164.4416284,64.5605626500001,Solomon,Unincorporated,Place of Interest,0,2017,1,0,0
-160.0322305,70.63853949,Wainwright,2nd Class City,Community,555,2018,1,0,1
-149.0459984,61.6283302300001,Lazy Mountain,CDP,Community,1560,2018,0,0,0
-166.5376818,53.8730924600001,Unalaska,1st Class City,Community,4364,2011,1,0,0
-158.0956505,62.54422249,Iditarod,Unincorporated,Place of Interest,0,2017,0,0,0
-147.9767933,64.85543162,Ester,CDP,Community,2605,2014,0,0,0
-148.6859726,60.7722882300001,Whittier,2nd Class City,Community,244,2017,1,0,0
-130.0255142,55.9157523000001,Hyder,Unincorporated CDP,Community,90,2017,1,0,0
-148.0123404,60.0655963200001,Chenega,Unincorporated CDP,Community,69,2017,1,0,1
-147.7212482,64.83969225,Fairbanks,Home Rule City,Community,32070,2012,0,0,0
-153.7661592,56.86036577,Kaguyak,Locality,Place of Interest,0,2017,1,0,0
-148.9852036,60.8320999700001,Portage,Unincorporated CDP,Place of Interest,0,2017,0,0,0
-176.6402959,51.86824598,Adak,2nd Class City,Community,296,2018,1,1,1
-149.4470242,61.4123162400001,Peters Creek,Locality,Place of Interest,0,2017,0,0,0
-131.6373989,55.6028174200001,Loring,CDP,Place of Interest,2,2017,0,0,0
-152.6494805,66.56004842,Allakaket,2nd Class City,Community,164,2018,1,0,1
-163.0367115,64.5423909500001,Golovin,2nd Class City,Community,172,2017,1,0,1
-132.9777041,56.81669536,Kupreanof,2nd Class City,Community,21,2017,1,0,0
-149.4023031,60.1685445700001,Bear Creek,CDP,Community,2088,2018,1,0,0
-154.9061,59.7547000000001,Iliamna,CDP,Community,100,2017,1,0,1
-153.2794001,63.38388646,Telida,Unincorporated,Place of Interest,2,2017,1,0,0
-150.7970364,60.5370290800001,Sterling,CDP,Community,5617,2011,0,0,0
-145.8179463,66.2629693000001,Birch Creek,Unincorporated CDP,Community,21,2017,1,0,1
-152.2228178,57.61797554,Chiniak,CDP,Place of Interest,44,2018,0,0,0
-165.7735393,54.13431811,Akutan,2nd Class City,Community,993,2017,1,1,1
-160.1534,60.9289000000001,Bethel Census Area,CDP,Place of Interest,18127,2017,0,0,0
-147.8794672,64.9273104000001,Goldstream,CDP,Community,3653,2014,1,0,0
-132.4039292,55.5396225600001,Kasaan,2nd Class City,Community,80,2017,1,0,1
-151.5057845,66.92462485,Evansville,Unincorporated CDP,Place of Interest,10,2017,1,0,0
-145.1796574,61.66126868,Tonsina,Unincorporated CDP,Place of Interest,78,2011,1,0,0
-150.0108417,61.3551864900001,Point MacKenzie,CDP,Community,1965,2018,1,0,0
-157.7027018,64.8817887800001,Koyukuk,2nd Class City,Community,95,2017,1,0,1
-147.7212482,64.83969225,Fairbanks,Home Rule City,Community,31668,2018,0,0,0
-146.4218093,67.0167170700001,Venetie,Unincorporated CDP,Community,181,2017,1,0,1
-150.6338845,61.49836623,Susitna,CDP,Community,18,2011,1,0,0
-154.3280837,60.19602229,Port Alsworth,CDP,Community,227,2018,1,0,0
-132.6500231,55.4822323000001,Hollis,Unincorporated CDP,Community,128,2017,1,0,0
-162.0881695,61.8814414300001,Marshall,2nd Class City,Community,449,2017,1,0,1
-144.6981839,63.99574441,Healy Lake,Unincorporated CDP,Community,26,2017,1,1,1
-149.3848482,61.61025377,Tanaina,CDP,Place of Interest,9055,2018,1,0,0
-157.3346559,61.7822606500001,Red Devil,Unincorporated CDP,Community,23,2011,1,0,0
-151.649954,59.4743452800001,Seldovia Village,CDP,Community,180,2017,1,0,0
-168.0912602,65.60901955,Wales,2nd Class City,Community,154,2011,1,0,1
-153.9814353,57.5370683300001,Larsen Bay,2nd Class City,Community,86,2017,1,0,0
-150.6338845,61.49836623,Susitna,CDP,Community,12,2017,1,0,0
-168.0912602,65.60901955,Wales,2nd Class City,Community,165,2018,1,0,1
-162.6000777,66.8951658300001,Northwest Arctic Borough,Non-Unified Home Rule Borough,Community,7791,2018,1,0,0
-166.0707644,66.25510533,Shishmaref,2nd Class City,Community,573,2011,1,0,1
-135.338623,57.0490212600001,Sitka,Unified Home Rule Borough,Community,8652,2018,1,1,0
-148.4788125,61.79624012,Chickaloon,CDP,Community,245,2017,0,0,0
-133.3478063,57.46425365,Hobart Bay,CDP,Place of Interest,1,2017,1,0,0
-134.4066397,58.2998397100001,Juneau,Unified Home Rule Borough,Community,33064,2013,0,0,0
-135.7390616,58.4133428700001,Gustavus,2nd Class City,Community,554,2018,1,1,0
-152.5039855,57.9232638,Ouzinkie,2nd Class City,Community,154,2018,1,0,1
-147.412615,64.80456701,Badger,CDP,Place of Interest,19489,2014,1,0,0
-161.1648736,64.9306613100001,Koyuk,2nd Class City,Community,342,2017,1,0,1
-162.7149874,55.2065679500001,Cold Bay,2nd Class City,Community,63,2018,1,0,1
-154.4982735,59.55470038,Pope-Vannoy Landing,CDP,Place of Interest,5,2018,1,0,0
-146.855164,64.8777178500001,Pleasant Valley,CDP,Community,725,2011,1,0,0
-152.5037,57.7381,Kodiak Station,CDP,Place of Interest,1303,2017,0,0,0
-145.5374067,63.9822426900001,Gold Sand Acres,Unincorporated,Community,70,2018,0,0,0
-143.3559974,63.3762792000001,Tanacross,Unincorporated CDP,Community,108,2017,1,0,1
-148.0123404,60.0655963200001,Chenega,Unincorporated CDP,Community,56,2018,1,0,1
-152.3977209,57.7931666200001,Kodiak Island Borough,2nd Class Borough,Community,13287,2017,0,0,0
-149.4442033,61.58209845,Wasilla,1st Class City,Community,8064,2011,0,0,0
-144.8219354,65.57070889,Central,Unincorporated CDP,Community,88,2017,1,1,0
-151.1433954,61.06808705,Tyonek,CDP,Community,191,2017,1,0,1
-149.0268428,63.9048025500001,Lignite,Locality,Place of Interest,0,2017,0,0,0
-142.9237002,61.43287967,McCarthy,Unincorporated CDP,Community,34,2017,1,1,0
-147.6183,64.9581000000001,Fox,CDP,Community,417,2011,0,0,0
-146.9772097,64.48242457,Salcha,CDP,Community,1029,2016,0,0,0
-157.478047,59.3502442700001,Ekwok,2nd Class City,Community,106,2018,1,1,1
-165.2513918,60.5861689800001,Tununak,Unincorporated CDP,Community,362,2017,1,0,1
-159.1433925,55.91158561,Perryville,CDP,Community,98,2018,1,1,1
-156.6676467,58.6813712700001,Lake and Peninsula Borough,Non-Unified Home Rule Borough,Community,1663,2018,1,0,0
-147.1505301,64.70862307,Moose Creek,CDP,Community,747,2011,0,0,0
-162.0312277,55.08749807,Belkofski,Locality,Place of Interest,0,2017,1,0,0
-149.248677,61.6932211800001,Fishhook,CDP,Community,6608,2018,0,0,0
-146.6817213,60.86848502,Tatitlek,Unincorporated CDP,Community,90,2018,1,1,1
-134.4008708,58.2791882700001,Douglas,Locality,Place of Interest,5610,2017,0,0,0
-166.0707645,66.25510533,Shishmaref,2nd Class City,Community,598,2018,1,0,1
-160.2806073,59.07512832,Twin Hills,Unincorporated CDP,Community,96,2018,1,1,1
-147.3514965,64.7549026500001,North Pole,Home Rule City,Community,2145,2016,0,0,0
-146.855164,64.8777178500001,Pleasant Valley,CDP,Community,737,2012,1,0,0
-147.1505301,64.70862307,Moose Creek,CDP,Community,723,2012,0,0,0
-149.808407,60.4948727600001,Cooper Landing,CDP,Community,258,2017,0,0,0
-133.6072167,56.3223510700001,Port Protection,Unincorporated CDP,Community,31,2018,1,0,0
-147.0383883,64.8772855300001,Two Rivers,CDP,Community,652,2017,0,0,0
-146.4218093,67.0167170700001,Venetie,Unincorporated CDP,Community,166,2011,1,0,1
-147.7260063,61.79346959,Glacier View,CDP,Community,238,2017,1,0,0
-149.6208307,61.51685582,Knik-Fairview,CDP,Community,18897,2017,1,0,0
-158.4630788,59.0393744300001,Dillingham,1st Class City,Community,2335,2017,1,0,1
-133.6581577,55.9551227100001,Edna Bay,2nd Class City,Community,43,2017,1,0,0
-157.5773328,57.5642993500001,Pilot Point,2nd Class City,Community,76,2017,1,1,1
-158.7328441,61.53637174,Napaimute,Unincorporated,Place of Interest,2,2017,1,0,0
-160.3157629,61.5381853700001,Upper Kalskag,2nd Class City,Community,227,2018,1,0,1
-145.2412838,66.5661669,Fort Yukon,2nd Class City,Community,563,2017,1,0,1
-145.1737915,63.8871444900001,Deltana,Unincorporated CDP,Community,2245,2018,1,0,0
-151.7411324,59.21271504,Portlock,Locality,Place of Interest,0,2017,0,0,0
-162.7288422,66.07667336,Deering,2nd Class City,Community,168,2018,1,0,1
-166.3652024,65.2629568300001,Teller,2nd Class City,Community,245,2011,1,0,1
-135.8958758,59.40043417,Klukwan,Unincorporated CDP,Community,93,2017,1,0,1
-162.0881695,61.8814414300001,Marshall,2nd Class City,Community,437,2018,1,0,1
-132.99261,55.5286340000001,Klawock Lake,Unincorporated,Community,44,2017,0,0,0
-163.0367115,64.5423909500001,Golovin,2nd Class City,Community,163,2018,1,0,1
-151.2237875,59.5976979500001,Halibut Cove,CDP,Place of Interest,83,2018,0,0,0
-149.0058449,63.8703844300001,Denali Borough,Non-Unified Home Rule Borough,Community,1849,2017,1,0,0
-141.2075972,64.7889396800001,Eagle,2nd Class City,Community,80,2018,1,0,1
-146.855164,64.8777178500001,Pleasant Valley,CDP,Community,717,2014,1,0,0
-147.0810566,64.6701432,Eielson AFB,CDP,Place of Interest,2331,2012,0,0,0
-149.6208307,61.51685582,Knik-Fairview,CDP,Community,19420,2018,1,0,0
-147.9767933,64.85543162,Ester,CDP,Community,2492,2016,0,0,0
-147.412615,64.80456701,Badger,CDP,Place of Interest,19482,2011,1,0,0
-135.2282914,57.7810313900001,Tenakee Springs,2nd Class City,Community,144,2018,1,0,0
-151.6751012,60.04305213,Ninilchik,CDP,Community,851,2017,0,0,1
-157.399544,57.51228753,Ugashik,CDP,Place of Interest,13,2017,1,1,0
-145.3053,61.955,Copper Center,Unincorporated CDP,Community,317,2018,1,0,0
-158.4141558,56.3012632000001,Chignik,2nd Class City,Community,110,2017,1,1,1
-151.5575,59.6761111000001,Diamond Ridge,CDP,Community,1199,2017,1,0,0
-151.2013355,61.9677230600001,Skwentna,CDP,Place of Interest,36,2017,1,0,0
-147.7212482,64.83969225,Fairbanks,Home Rule City,Community,31721,2014,0,0,0
-156.7824387,71.29234396,North Slope Borough,Non-Unified Home Rule Borough,Community,10528,2017,1,0,0
-141.010596,62.6221071900001,Alcan Border,Unincorporated CDP,Place of Interest,30,2018,1,0,0
-162.9885,67.5718168000001,Noatak,CDP,Community,581,2018,1,0,1
-151.1425755,60.4866414200001,Kalifornsky,CDP,Community,8632,2018,1,0,0
-132.8757,55.4157000000001,Prince of Wales-Hyder Census Area,CDP,CDP,6390,2017,0,0,0
-135.2282914,57.7810313900001,Tenakee Springs,2nd Class City,Community,145,2011,1,0,0
-147.9767933,64.85543162,Ester,CDP,Community,2431,2018,0,0,0
-147.3514965,64.7549026500001,North Pole,Home Rule City,Community,2162,2012,0,0,0
-150.7622222,60.5019444000001,Funny River,CDP,Community,960,2017,1,0,0
-147.3514965,64.7549026500001,North Pole,Home Rule City,Community,2138,2015,0,0,0
-162.2914977,63.52380972,Stebbins,2nd Class City,Community,646,2018,1,0,1
-165.8411654,61.69961533,Paimiut,Unincorporated,Place of Interest,0,2013,1,0,0
-132.256261,55.7392590000001,Meyers Chuck,Locality,Place of Interest,0,2011,0,0,0
-133.6212106,56.3513641000001,Point Baker,Unincorporated CDP,Community,26,2019,1,0,0
-153.7661592,56.86036577,Kaguyak,Locality,Place of Interest,0,2013,1,0,0
-152.1398337,69.37131343,Umiat,Locality,Place of Interest,0,2014,0,0,0
-154.6992074,63.1054040400001,Medfra,Locality,Place of Interest,0,2014,0,0,0
-151.4022394,60.2264313800001,Clam Gulch,CDP,Community,216,2019,0,0,0
-149.5351971,61.36992924,Chugiak,Locality,Place of Interest,5343,2013,0,0,0
-144.639073,65.4830450000001,Circle Hot Springs,Locality,Place of Interest,0,2013,0,0,0
-145.8345557,64.1472131900001,Big Delta,Unincorporated CDP,Place of Interest,476,2019,0,0,0
-164.4416284,64.5605626500001,Solomon,Unincorporated,Place of Interest,0,2012,1,0,0
-165.0638203,65.1473228300001,Mary's Igloo,Unincorporated,Place of Interest,0,2015,1,0,0
-139.7500324,59.5587609,Yakutat,Non-Unified Home Rule Borough,Community,540,2019,1,1,1
-157.7569667,61.8887285700001,Georgetown,Unincorporated,Place of Interest,2,2018,1,0,0
-152.5836703,58.4904418200001,Port William,Locality,Place of Interest,0,2018,1,0,0
-157.399544,57.51228753,Ugashik,CDP,Place of Interest,12,2019,1,1,0
-149.971789,62.0168980000001,Caswell,Locality,Place of Interest,0,2012,0,0,0
-149.1905119,64.2554297,Clear,Locality,Place of Interest,0,2015,0,0,0
-162.8541552,68.07171169,Red Dog Mine,CDP,Place of Interest,309,2019,1,0,0
-143.3559974,63.3762792000001,Tanacross,Unincorporated CDP,Community,100,2019,1,0,1
-153.9814353,57.5370683300001,Larsen Bay,2nd Class City,Community,73,2019,1,0,0
-151.3195796,60.36911853,Cohoe,CDP,Community,1527,2019,1,0,0
-151.5320066,59.64718757,Homer,1st Class City,Community,5478,2019,0,0,0
-162.0294973,60.2189059200001,Eek,2nd Class City,Community,349,2019,1,0,1
-151.5378289,59.46585407,Jakolof Bay,Locality,Place of Interest,0,2015,0,0,0
-149.807094,61.2570600000001,Joint Base Elmendorf-Richardson,Locality,Place of Interest,13014,2012,0,0,0
-151.7185739,59.44059723,Seldovia,1st Class City,Community,226,2019,1,0,0
-167.8955376,53.38509408,Fort Glenn,Unincorporated,Place of Interest,0,2012,0,0,0
-147.6436527,64.8278334500001,Fort Wainwright,Locality,Place of Interest,9193,2016,0,0,0
-152.1398337,69.37131343,Umiat,Locality,Place of Interest,0,2015,0,0,0
-166.2126021,68.8801672700001,Cape Lisburne,Locality,Place of Interest,0,2013,0,0,0
-170.2812243,63.43491341,Saint Lawrence Island,Unincorporated,Place of Interest,0,2015,1,0,0
-162.699715,54.4558662600001,Pauloff Harbor,Locality,Place of Interest,0,2014,1,0,0
-154.534195,57.1975730600001,Ayakulik,Locality,Place of Interest,0,2013,0,0,0
-165.1942645,60.4979951400001,Umkumiute,Unincorporated,Place of Interest,0,2016,1,0,0
-165.8411654,61.69961533,Paimiut,Unincorporated,Place of Interest,0,2016,1,0,0
-145.8954491,64.1513819800001,Whitestone,Unincorporated CDP,Community,144,2019,1,0,0
-154.1732455,56.9468146400001,Kaguyak,Locality,Place of Interest,0,2015,1,0,0
-159.7718289,62.1984422,Holy Cross,2nd Class City,Community,168,2018,1,0,1
-151.4435797,59.6659190400001,Millers Landing,Locality,Place of Interest,0,2011,0,0,0
-131.5347378,55.2971708800001,Mountain Point,Locality,Place of Interest,0,2011,0,0,0
-149.0459984,61.6283302300001,Lazy Mountain,CDP,Community,1513,2019,0,0,0
-131.573307,55.1260739100001,Metlakatla,Indian reservation organized under federal law,Community,1359,2019,1,0,0
-132.256261,55.7392590000001,Meyers Chuck,Locality,Place of Interest,0,2016,0,0,0
-153.7661592,56.86036577,Kaguyak,Locality,Place of Interest,0,2011,1,0,0
-134.6469956,56.2492376800001,Port Alexander,2nd Class City,Community,57,2019,1,1,0
-160.3644017,61.5123629700001,Lower Kalskag,2nd Class City,Community,288,2019,1,0,1
-131.6299079,55.3211840600001,Pennock Island,Locality,Place of Interest,0,2016,0,0,0
-132.134714,56.17834671,Thom's Place,Locality,Place of Interest,0,2013,0,0,0
-168.9517919,65.7583525100001,Diomede,2nd Class City,Community,97,2019,1,1,1
-132.256261,55.7392590000001,Meyers Chuck,Locality,Place of Interest,0,2012,0,0,0
-142.4305944,60.0693367900001,Cape Yakataga,Locality,Place of Interest,0,2018,0,0,0
-151.454043,59.67334192,Ptarmigan Heights,Locality,Community,0,2013,0,0,0
-147.0810566,64.6701432,Eielson AFB,CDP,Place of Interest,2446,2019,0,0,0
-149.87994,70.4975517300001,Oliktok,Locality,Place of Interest,0,2014,0,0,0
-131.6673271,55.3491724900001,Ketchikan Gateway Borough,2nd Class Borough,Community,13739,2019,1,0,0
-145.6351157,60.5262940000001,Eyak,Unincorporated,Place of Interest,132,2012,1,0,0
-149.2399694,61.5740853200001,Gateway,CDP,Community,7300,2019,1,0,0
-149.5351971,61.36992924,Chugiak,Locality,Place of Interest,5418,2018,0,0,0
-151.0430362,61.1721485100001,Beluga,CDP,Place of Interest,20,2019,1,0,0
-150.9247116,70.34435668,Alpine,Locality,Place of Interest,0,2013,0,0,0
-149.8240826,61.0848208400001,Rabbit Creek,Locality,Place of Interest,3958,2015,0,0,0
-141.0457864,64.74518901,Eagle Village,Unincorporated CDP,Community,64,2019,1,0,0
-152.651794,66.539456,New Allakaket,Unincorporated CDP,Place of Interest,0,2014,1,0,0
-152.1398337,69.37131343,Umiat,Locality,Place of Interest,0,2016,0,0,0
-147.6285522,65.1227222900001,Haystack,Locality,Place of Interest,0,2014,0,0,0
-135.884444,59.40389,Haines CDP,CDP,CDP,1738,2016,0,0,0
-164.4416284,64.5605626500001,Solomon,Unincorporated,Place of Interest,0,2013,1,0,0
-148.3372,70.2553,Prudhoe Bay,CDP,Place of Interest,2174,2019,1,0,0
-160.0101102,66.60439151,Selawik,2nd Class City,Community,832,2019,1,0,1
-154.375216,63.01373203,Nikolai,2nd Class City,Community,91,2018,1,0,1
-149.3074535,61.57866284,South Lakes,Locality,Place of Interest,5007,2016,0,0,0
-152.5836703,58.4904418200001,Port William,Locality,Place of Interest,0,2015,1,0,0
-161.7713652,60.7226475400001,Oscarville,Unincorporated CDP,Community,74,2019,1,0,1
-154.1732455,56.9468146400001,Kaguyak,Locality,Place of Interest,0,2012,1,0,0
-147.6285522,65.1227222900001,Haystack,Locality,Place of Interest,0,2018,0,0,0
-149.6208307,61.51685582,Knik-Fairview,CDP,Community,19671,2019,1,0,0
-166.0707644,66.25510533,Shishmaref,2nd Class City,Community,577,2019,1,0,1
-153.8845039,59.7801887900001,Pile Bay,Locality,Place of Interest,0,2018,0,0,0
-164.1793005,62.9450601400001,Chuloonawick,Locality,Place of Interest,0,2013,1,0,0
-151.6131147,59.81132569,Nikolaevsk,CDP,Community,294,2019,0,0,0
173.1708002,52.82597479,Attu Station,Unincorporated CDP,Place of Interest,0,2012,1,0,0
-152.8291495,58.08155665,Litnik,Locality,Place of Interest,0,2016,0,0,0
-162.8831358,61.9372025100001,Pilot Station,2nd Class City,Community,606,2019,1,0,1
-147.6436527,64.8278334500001,Fort Wainwright,Locality,Place of Interest,8143,2013,0,0,0
-142.1008192,67.14753403,Canyon Village,Unincorporated,Place of Interest,0,2011,0,0,0
-158.7328441,61.53637174,Napaimute,Unincorporated,Place of Interest,2,2013,1,0,0
-163.8941667,62.8961111,Hamilton,Unincorporated,Place of Interest,0,2014,1,0,0
-171.7188264,63.7768845400001,Gambell,2nd Class City,Community,667,2019,1,0,1
-152.8291495,58.08155665,Litnik,Locality,Place of Interest,0,2011,0,0,0
-149.8191587,61.5522787300001,Big Lake,CDP,Community,3814,2019,0,0,0
