Longitude,Latitude,Community,IncorporationType,AreaType,Population,Year,Is_Subsistence_Use,Is_Essential_Air_Service,Is_Environmentally_Threatened
-159.2420218,61.57491472,Chuathbaluk,2nd Class City,Community,100,2019,1,0,1
-149.8240826,61.0848208400001,Rabbit Creek,Locality,Place of Interest,4110,2012,0,0,0
-164.1793005,62.9450601400001,Chuloonawick,Locality,Place of Interest,0,2016,1,0,0
-148.9852036,60.8320999700001,Portage,Unincorporated CDP,Place of Interest,0,2014,0,0,0
-165.8411654,61.69961533,Paimiut,Unincorporated,Place of Interest,0,2011,1,0,0
-167.8955376,53.38509408,Fort Glenn,Unincorporated,Place of Interest,0,2013,0,0,0
-155.5473984,64.09977795,Poorman,Locality,Place of Interest,0,2012,0,0,0
-149.3074535,61.57866284,South Lakes,Locality,Place of Interest,4988,2015,0,0,0
-147.6436527,64.8278334500001,Fort Wainwright,Locality,Place of Interest,6854,2012,0,0,0
-136.1322771,59.4280005000001,Klehini Valley,Locality,Place of Interest,0,2012,0,0,0
-163.7783414,62.9503685000001,Bill Moore's Slough,Unincorporated,Place of Interest,0,2018,1,0,0
-153.4211568,57.68276073,Uganik,Locality,Place of Interest,0,2012,0,1,0
-151.7411324,59.21271504,Portlock,Locality,Place of Interest,0,2011,0,0,0
-149.3619616,61.46104526,Eklutna,Locality,Place of Interest,55,2012,0,0,0
-131.6299079,55.3211840600001,Pennock Island,Locality,Place of Interest,0,2011,0,0,0
-158.7328441,61.53637174,Napaimute,Unincorporated,Place of Interest,2,2015,1,0,0
-134.6700824,58.3701947600001,Auke Bay,Locality,Place of Interest,4933,2011,0,0,0
-162.0312277,55.08749807,Belkofski,Locality,Place of Interest,0,2015,1,0,0
-164.1793005,62.9450601400001,Chuloonawick,Locality,Place of Interest,0,2015,1,0,0
-153.2836713,57.21341891,Old Harbor,2nd Class City,Community,203,2019,1,0,1
-158.7328441,61.53637174,Napaimute,Unincorporated,Place of Interest,2,2012,1,0,0
-149.8240826,61.0848208400001,Rabbit Creek,Locality,Place of Interest,4065,2018,0,0,0
-156.0619525,62.9879595200001,Takotna,Unincorporated CDP,Community,72,2018,1,0,1
-159.05493,58.97954187,Manokotak,2nd Class City,Community,483,2019,1,1,1
-149.807094,61.2570600000001,Joint Base Elmendorf-Richardson,Locality,Place of Interest,13579,2014,0,0,0
-158.7328441,61.53637174,Napaimute,Unincorporated,Place of Interest,2,2018,1,0,0
-133.6072167,56.3223510700001,Port Protection,Unincorporated CDP,Community,29,2019,1,0,0
-133.1220631,56.11714153,Whale Pass,2nd Class City,Community,57,2019,1,0,0
-160.2806073,59.07512832,Twin Hills,Unincorporated CDP,Community,89,2019,1,1,1
-163.1576184,59.8770966700001,Kwigillingok,Unincorporated CDP,Community,374,2019,1,0,1
-162.0312277,55.08749807,Belkofski,Locality,Place of Interest,0,2016,1,0,0
-134.6700824,58.3701947600001,Auke Bay,Locality,Place of Interest,5199,2014,0,0,0
-149.3619616,61.46104526,Eklutna,Locality,Place of Interest,54,2018,0,0,0
-131.5976178,55.3189242300001,Saxman,2nd Class City,Community,434,2019,0,0,1
-152.8291495,58.08155665,Litnik,Locality,Place of Interest,0,2014,0,0,0
-151.5378289,59.46585407,Jakolof Bay,Locality,Place of Interest,0,2013,0,0,0
-155.5473984,64.09977795,Poorman,Locality,Place of Interest,0,2015,0,0,0
-153.8845039,59.7801887900001,Pile Bay,Locality,Place of Interest,0,2012,0,0,0
-149.807094,61.2570600000001,Joint Base Elmendorf-Richardson,Locality,Place of Interest,11048,2016,0,0,0
-157.1704098,61.7026823800001,Sleetmute,Unincorporated CDP,Community,95,2019,1,0,1
-163.6763889,64.895,Council,Locality,Place of Interest,0,2016,1,0,0
-162.8136816,54.4805039500001,Sanak,Locality,Place of Interest,0,2013,0,0,0
-149.971789,62.0168980000001,Caswell,Locality,Place of Interest,0,2011,0,0,0
-134.7336438,57.94151874,Cube Cove,Locality,Place of Interest,0,2016,1,0,0
-161.4490947,60.91380831,Akiachak,Unincorporated CDP,Community,724,2019,1,0,1
-146.4218093,67.0167170700001,Venetie,Unincorporated CDP,Community,174,2018,1,0,1
-149.0878661,61.54831755,Circle View Stampede,Locality,Place of Interest,0,2014,0,0,0
-135.4457083,58.10953807,Hoonah,1st Class City,Community,782,2019,1,0,1
-153.2794001,63.38388646,Telida,Unincorporated,Place of Interest,2,2012,1,0,0
-132.5228223,55.6854862600001,Thorne Bay,2nd Class City,Community,562,2019,1,0,0
-166.7342719,68.34808223,Point Hope,2nd Class City,Community,775,2019,1,0,1
-163.191134,62.0472013200001,Andreafsky,Unincorporated,Place of Interest,85,2012,1,0,0
-158.5608266,58.8159796400001,Ekuk,Unincorporated,Place of Interest,2,2016,1,0,0
-149.87994,70.4975517300001,Oliktok,Locality,Place of Interest,0,2016,0,0,0
-165.0638203,65.1473228300001,Mary's Igloo,Unincorporated,Place of Interest,0,2013,1,0,0
-158.724932,64.3265639300001,Kaltag,2nd Class City,Community,169,2018,1,0,1
-151.4435797,59.6659190400001,Millers Landing,Locality,Place of Interest,0,2012,0,0,0
-152.651794,66.539456,New Allakaket,Unincorporated CDP,Place of Interest,0,2013,1,0,0
-158.7328441,61.53637174,Napaimute,Unincorporated,Place of Interest,2,2011,1,0,0
-164.1793005,62.9450601400001,Chuloonawick,Locality,Place of Interest,0,2012,1,0,0
-149.8240826,61.0848208400001,Rabbit Creek,Locality,Place of Interest,3994,2016,0,0,0
-150.1718169,65.5033866300001,Rampart,Unincorporated CDP,Community,86,2018,1,0,1
-151.2013355,61.9677230600001,Skwentna,CDP,Place of Interest,30,2019,1,0,0
-151.7411324,59.21271504,Portlock,Locality,Place of Interest,0,2012,0,0,0
-148.8773404,61.7095915900001,Sutton-Alpine,CDP,Community,1041,2019,1,0,0
-147.8028,64.8569000000001,College,CDP,Place of Interest,12202,2019,1,0,0
-154.3280837,60.19602229,Port Alsworth,CDP,Community,226,2019,1,0,0
-149.1157308,64.0170859300001,Ferry,CDP,Place of Interest,27,2019,0,0,0
-164.1793005,62.9450601400001,Chuloonawick,Locality,Place of Interest,0,2014,1,0,0
-135.3750052,59.1599890900001,Mud Bay,CDP,Place of Interest,199,2019,1,0,0
-145.6351157,60.5262940000001,Eyak,Unincorporated,Place of Interest,131,2014,1,0,0
-145.6351157,60.5262940000001,Eyak,Unincorporated,Place of Interest,137,2016,1,0,0
-167.8955376,53.38509408,Fort Glenn,Unincorporated,Place of Interest,0,2011,0,0,0
-149.0058449,63.8703844300001,Denali Borough,Non-Unified Home Rule Borough,Community,1860,2019,1,0,0
-132.134714,56.17834671,Thom's Place,Locality,Place of Interest,0,2011,0,0,0
-157.0172713,58.7273345300001,Bristol Bay Borough,2nd Class Borough,Community,869,2019,1,0,0
-162.8136816,54.4805039500001,Sanak,Locality,Place of Interest,0,2014,0,0,0
-149.3041983,61.6089874900001,North Lakes,Locality,Community,0,2013,0,0,0
-132.6500231,55.4822323000001,Hollis,Unincorporated CDP,Community,132,2019,1,0,0
-153.4211568,57.68276073,Uganik,Locality,Place of Interest,0,2018,0,1,0
-151.454043,59.67334192,Ptarmigan Heights,Locality,Community,0,2012,0,0,0
-161.4375467,60.81122837,Kwethluk,2nd Class City,Community,814,2019,1,0,1
-149.87994,70.4975517300001,Oliktok,Locality,Place of Interest,0,2011,0,0,0
-152.77029,58.0069396100001,Afognak,Locality,Place of Interest,0,2015,1,0,0
-158.1053547,64.7234193800001,Nulato,2nd Class City,Community,206,2018,1,0,1
-162.2914977,63.52380972,Stebbins,2nd Class City,Community,618,2019,1,0,1
-150.6338845,61.49836623,Susitna,CDP,Community,16,2019,1,0,0
-144.0493401,63.65559219,Dot Lake Village,Unincorporated CDP,Place of Interest,34,2019,1,0,1
-162.2764121,60.8572982700001,Atmautluak,Unincorporated CDP,Community,338,2019,1,0,1
-145.5355408,68.12846168,Arctic Village,Unincorporated CDP,Community,194,2018,1,0,1
-151.0740714,59.7946689300001,Kachemak Selo,Locality,Place of Interest,0,2015,0,0,0
-154.8575714,59.9678738700001,Nondalton,2nd Class City,Community,126,2019,1,0,1
-149.5351971,61.36992924,Chugiak,Locality,Place of Interest,5448,2016,0,0,0
-151.5378289,59.46585407,Jakolof Bay,Locality,Place of Interest,0,2011,0,0,0
-148.9852036,60.8320999700001,Portage,Unincorporated CDP,Place of Interest,0,2018,0,0,0
-151.454043,59.67334192,Ptarmigan Heights,Locality,Community,0,2014,0,0,0
-149.7225708,61.4620867300001,Knik,Locality,Place of Interest,0,2016,0,0,0
-152.1398337,69.37131343,Umiat,Locality,Place of Interest,0,2011,0,0,0
-145.7366682,64.04716726,Delta Junction,2nd Class City,Community,1157,2019,0,0,0
-154.6992074,63.1054040400001,Medfra,Locality,Place of Interest,0,2015,0,0,0
-132.134714,56.17834671,Thom's Place,Locality,Place of Interest,0,2012,0,0,0
-161.3234961,61.78384234,Russian Mission,2nd Class City,Community,350,2019,1,0,1
-162.0312277,55.08749807,Belkofski,Locality,Place of Interest,0,2014,1,0,0
-135.447947,59.2343054,Haines CDP,CDP,CDP,1799,2011,0,0,0
-151.6751012,60.04305213,Ninilchik,CDP,Community,821,2019,0,0,1
-151.0740714,59.7946689300001,Kachemak Selo,Locality,Place of Interest,0,2011,0,0,0
-152.77029,58.0069396100001,Afognak,Locality,Place of Interest,0,2016,1,0,0
-160.5511769,55.2413504,Squaw Harbor,Locality,Place of Interest,0,2015,0,0,0
-134.6700824,58.3701947600001,Auke Bay,Locality,Place of Interest,5373,2018,0,0,0
-134.4008708,58.2791882700001,Douglas,Locality,Place of Interest,5625,2013,0,0,0
-170.2812243,63.43491341,Saint Lawrence Island,Unincorporated,Place of Interest,0,2011,1,0,0
-149.87994,70.4975517300001,Oliktok,Locality,Place of Interest,0,2013,0,0,0
-163.6763889,64.895,Council,Locality,Place of Interest,0,2018,1,0,0
-150.5990608,61.4142118500001,Alexander Creek,Locality,Place of Interest,0,2016,0,0,0
-153.2794001,63.38388646,Telida,Unincorporated,Place of Interest,2,2013,1,0,0
-153.2794001,63.38388646,Telida,Unincorporated,Place of Interest,3,2011,1,0,0
-153.7661592,56.86036577,Kaguyak,Locality,Place of Interest,0,2015,1,0,0
-164.5071352,60.8188798400001,Mertarvik,Unincorporated CDP,Place of Interest,0,2019,1,0,0
-151.4435797,59.6659190400001,Millers Landing,Locality,Place of Interest,0,2016,0,0,0
-149.971789,62.0168980000001,Caswell,Locality,Place of Interest,0,2014,0,0,0
-149.1905119,64.2554297,Clear,Locality,Place of Interest,0,2016,0,0,0
-159.1433925,55.91158561,Perryville,CDP,Community,97,2019,1,1,1
-161.1648736,64.9306613100001,Koyuk,2nd Class City,Community,348,2019,1,0,1
-152.77029,58.0069396100001,Afognak,Locality,Place of Interest,0,2011,1,0,0
-162.8136816,54.4805039500001,Sanak,Locality,Place of Interest,0,2018,0,0,0
-145.4142223,62.0704106800001,Copperville,Locality,Place of Interest,0,2016,1,0,0
-149.0268428,63.9048025500001,Lignite,Locality,Place of Interest,0,2013,0,0,0
-149.0878661,61.54831755,Circle View Stampede,Locality,Place of Interest,0,2015,0,0,0
-161.7531971,60.7082335600001,Napaskiak,2nd Class City,Community,440,2019,1,0,1
-151.0810742,60.53130471,Ridgeway,CDP,Community,2194,2019,1,0,0
-136.1322771,59.4280005000001,Klehini Valley,Locality,Place of Interest,0,2018,0,0,0
-149.3041983,61.6089874900001,North Lakes,Locality,Community,0,2011,0,0,0
-164.6294162,60.93686382,Newtok,Unincorporated CDP,Community,339,2019,1,0,1
-164.1793005,62.9450601400001,Chuloonawick,Locality,Place of Interest,0,2018,1,0,0
-136.1322771,59.4280005000001,Klehini Valley,Locality,Place of Interest,0,2011,0,0,0
-133.1510826,55.4760442100001,Craig,1st Class City,Community,1074,2019,1,0,1
-153.4211568,57.68276073,Uganik,Locality,Place of Interest,0,2013,0,1,0
-168.0912602,65.60901955,Wales,2nd Class City,Community,150,2019,1,0,1
-142.1008192,67.14753403,Canyon Village,Unincorporated,Place of Interest,0,2013,0,0,0
-149.622229,60.91793289,Hope,CDP,Community,215,2019,0,0,0
-165.8411654,61.69961533,Paimiut,Unincorporated,Place of Interest,0,2014,1,0,0
-164.0379401,59.9363864000001,Kipnuk,Unincorporated CDP,Community,700,2019,1,0,1
-163.8941667,62.8961111,Hamilton,Unincorporated,Place of Interest,0,2016,1,0,0
-147.6285522,65.1227222900001,Haystack,Locality,Place of Interest,0,2016,0,0,0
-163.8941667,62.8961111,Hamilton,Unincorporated,Place of Interest,0,2018,1,0,0
-163.191134,62.0472013200001,Andreafsky,Unincorporated,Place of Interest,94,2016,1,0,0
-151.7411324,59.21271504,Portlock,Locality,Place of Interest,0,2016,0,0,0
-144.6018116,63.67518647,Dry Creek,Unincorporated CDP,Community,82,2019,1,0,0
-135.447947,59.2343054,Haines CDP,CDP,CDP,1811,2014,0,0,0
-134.7336438,57.94151874,Cube Cove,Locality,Place of Interest,0,2012,1,0,0
-154.0995667,59.78824382,Pedro Bay,CDP,Community,36,2019,1,0,1
-151.8340149,59.7764369000001,Anchor Point,CDP,Community,2090,2019,0,0,0
-149.7225708,61.4620867300001,Knik,Locality,Place of Interest,0,2014,0,0,0
-162.8136816,54.4805039500001,Sanak,Locality,Place of Interest,0,2015,0,0,0
-147.0383883,64.8772855300001,Two Rivers,CDP,Community,645,2019,0,0,0
-154.534195,57.1975730600001,Ayakulik,Locality,Place of Interest,0,2015,0,0,0
-160.9564605,61.09868491,Tuluksak,Unincorporated CDP,Community,361,2019,1,0,1
-135.884444,59.40389,Haines CDP,CDP,CDP,1822,2012,0,0,0
-156.0361136,57.5677538,Kanatak,Locality,Place of Interest,0,2012,1,0,0
-166.3870533,60.1016582,Nunivak Island,Unincorporated,Place of Interest,0,2012,0,0,0
-147.1505301,64.70862307,Moose Creek,CDP,Community,627,2019,0,0,0
-164.4416284,64.5605626500001,Solomon,Unincorporated,Place of Interest,0,2016,1,0,0
-160.575519,55.9876760000001,Port Moller,Locality,Place of Interest,0,2013,0,0,0
-134.6700824,58.3701947600001,Auke Bay,Locality,Place of Interest,5180,2013,0,0,0
-145.6351157,60.5262940000001,Eyak,Unincorporated,Place of Interest,131,2013,1,0,0
-147.7260063,61.79346959,Glacier View,CDP,Community,231,2019,1,0,0
-151.4435797,59.6659190400001,Millers Landing,Locality,Place of Interest,0,2014,0,0,0
-145.2412838,66.5661669,Fort Yukon,2nd Class City,Community,540,2018,1,0,1
-168.8601835,52.9401089500001,Nikolski,Unincorporated CDP,Community,17,2019,1,1,1
-149.128044,60.96775196,Girdwood,Locality,Place of Interest,2706,2015,0,0,0
-141.9341786,62.9617709300001,Northway,Unincorporated CDP,Place of Interest,60,2019,1,0,0
-153.8845039,59.7801887900001,Pile Bay,Locality,Place of Interest,0,2013,0,0,0
-144.639073,65.4830450000001,Circle Hot Springs,Locality,Place of Interest,0,2011,0,0,0
-152.8291495,58.08155665,Litnik,Locality,Place of Interest,0,2018,0,0,0
-151.4527343,59.66696928,Kachemak,2nd Class City,Community,506,2019,1,0,0
-136.2297476,57.9606687,Pelican,1st Class City,Community,69,2019,1,1,0
-163.191134,62.0472013200001,Andreafsky,Unincorporated,Place of Interest,90,2014,1,0,0
-147.6285522,65.1227222900001,Haystack,Locality,Place of Interest,0,2012,0,0,0
-149.3041983,61.6089874900001,North Lakes,Locality,Community,0,2018,0,0,0
-150.0108417,61.3551864900001,Point MacKenzie,CDP,Community,2055,2019,1,0,0
-148.8953863,63.39242527,Cantwell,CDP,Community,190,2019,1,0,1
-164.8520039,62.5310651300001,Nunam Iqua,2nd Class City,Community,213,2019,1,0,1
-134.5808463,57.4995695000001,Angoon,2nd Class City,Community,404,2019,1,1,1
-157.5773328,57.5642993500001,Pilot Point,2nd Class City,Community,81,2019,1,1,1
-132.134714,56.17834671,Thom's Place,Locality,Place of Interest,0,2015,0,0,0
-136.1322771,59.4280005000001,Klehini Valley,Locality,Place of Interest,0,2013,0,0,0
-149.0268428,63.9048025500001,Lignite,Locality,Place of Interest,0,2015,0,0,0
-135.447947,59.2343054,Haines CDP,CDP,CDP,1822,2012,0,0,0
-143.7278962,66.65040098,Chalkyitsik,Unincorporated CDP,Community,71,2018,1,0,1
-170.2812243,63.43491341,Saint Lawrence Island,Unincorporated,Place of Interest,0,2016,1,0,0
-149.3074535,61.57866284,South Lakes,Locality,Place of Interest,4920,2018,0,0,0
-158.0956505,62.54422249,Iditarod,Unincorporated,Place of Interest,0,2018,0,0,0
-152.651794,66.539456,New Allakaket,Unincorporated CDP,Place of Interest,0,2011,1,0,0
-170.4840268,63.6929776000001,Savoonga,2nd Class City,Community,735,2019,1,0,1
-165.1942645,60.4979951400001,Umkumiute,Unincorporated,Place of Interest,0,2013,1,0,0
-153.7661592,56.86036577,Kaguyak,Locality,Place of Interest,0,2014,1,0,0
-161.9006125,59.7514267400001,Quinhagak,2nd Class City,Community,716,2019,1,0,1
-161.1290202,65.9776538400001,Buckland,2nd Class City,Community,509,2019,1,0,1
-149.4470242,61.4123162400001,Peters Creek,Locality,Place of Interest,0,2011,0,0,0
-160.575519,55.9876760000001,Port Moller,Locality,Place of Interest,0,2015,0,0,0
-153.8845039,59.7801887900001,Pile Bay,Locality,Place of Interest,0,2014,0,0,0
-152.8291495,58.08155665,Litnik,Locality,Place of Interest,0,2015,0,0,0
-149.8948474,61.21627757,Anchorage,Unified Home Rule Borough,Community,291845,2019,0,0,0
-155.5473984,64.09977795,Poorman,Locality,Place of Interest,0,2014,0,0,0
-149.4261305,60.88404712,Sunrise,CDP,Place of Interest,14,2019,1,0,0
-151.7411324,59.21271504,Portlock,Locality,Place of Interest,0,2015,0,0,0
-134.3246978,58.26059675,Thane,Locality,Place of Interest,0,2016,0,0,0
-148.5485005,65.5228139800001,Livengood,Unincorporated CDP,Place of Interest,11,2018,1,0,0
-144.639073,65.4830450000001,Circle Hot Springs,Locality,Place of Interest,0,2015,0,0,0
-156.6676467,58.6813712700001,Lake and Peninsula Borough,Non-Unified Home Rule Borough,Community,1622,2019,1,0,0
-134.4008708,58.2791882700001,Douglas,Locality,Place of Interest,5474,2011,0,0,0
-149.0354355,61.54162777,Butte,CDP,Community,3686,2019,0,0,0
-149.971789,62.0168980000001,Caswell,Locality,Place of Interest,0,2018,0,0,0
-154.4366825,57.56248915,Karluk,CDP,Community,27,2019,1,0,1
-158.5608266,58.8159796400001,Ekuk,Unincorporated,Place of Interest,2,2011,1,0,0
-151.4435797,59.6659190400001,Millers Landing,Locality,Place of Interest,0,2013,0,0,0
-150.5990608,61.4142118500001,Alexander Creek,Locality,Place of Interest,0,2013,0,0,0
-151.0827445,59.8127242100001,Razdolna Village,Locality,Place of Interest,0,2018,0,0,0
-151.5378289,59.46585407,Jakolof Bay,Locality,Place of Interest,0,2014,0,0,0
-135.884444,59.40389,Haines CDP,CDP,CDP,1811,2014,0,0,0
-166.2126021,68.8801672700001,Cape Lisburne,Locality,Place of Interest,0,2015,0,0,0
-158.1058165,61.8704253700001,Crooked Creek,Unincorporated CDP,Community,80,2019,1,0,1
-135.5462038,59.31301367,Lutak,CDP,Place of Interest,48,2019,1,0,0
-163.6763889,64.895,Council,Locality,Place of Interest,0,2014,1,0,0
-151.919921,59.3544344900001,Nanwalek,CDP,Community,280,2019,1,0,1
-146.5882565,62.29986189,Lake Louise,CDP,Community,31,2019,1,0,0
-151.0827445,59.8127242100001,Razdolna Village,Locality,Place of Interest,0,2014,0,0,0
-148.8481138,63.85383025,Suntrana,Locality,Place of Interest,0,2015,0,0,0
-167.8955376,53.38509408,Fort Glenn,Unincorporated,Place of Interest,0,2018,0,0,0
-149.0268428,63.9048025500001,Lignite,Locality,Place of Interest,0,2014,0,0,0
-157.7569667,61.8887285700001,Georgetown,Unincorporated,Place of Interest,2,2012,1,0,0
-158.5608266,58.8159796400001,Ekuk,Unincorporated,Place of Interest,2,2013,1,0,0
-149.5465095,61.3151319900001,Eagle River,Locality,Place of Interest,6139,2016,1,0,0
-156.6676467,58.6813712700001,King Salmon,CDP,Community,301,2019,1,0,0
-158.0956505,62.54422249,Iditarod,Unincorporated,Place of Interest,0,2015,0,0,0
-165.1942645,60.4979951400001,Umkumiute,Unincorporated,Place of Interest,0,2011,1,0,0
-158.5608266,58.8159796400001,Ekuk,Unincorporated,Place of Interest,2,2012,1,0,0
-166.3870533,60.1016582,Nunivak Island,Unincorporated,Place of Interest,0,2014,0,0,0
-153.4211568,57.68276073,Uganik,Locality,Place of Interest,0,2016,0,1,0
-152.5039855,57.9232638,Ouzinkie,2nd Class City,Community,142,2019,1,0,1
-135.7390616,58.4133428700001,Gustavus,2nd Class City,Community,537,2019,1,1,0
-135.3611485,59.48035687,Dyea,Locality,Place of Interest,0,2011,0,0,0
-168.0549506,64.9610826800001,King Island,Unicorporated,Place of Interest,0,2016,1,0,0
-132.256261,55.7392590000001,Meyers Chuck,Locality,Place of Interest,0,2013,0,0,0
-162.6763556,60.3427841600001,Tuntutuliak,Unincorporated CDP,Community,464,2019,1,0,1
-148.8481138,63.85383025,Suntrana,Locality,Place of Interest,0,2016,0,0,0
-164.6675476,62.6869771400001,Alakanuk,2nd Class City,Community,704,2019,1,0,1
-154.6992074,63.1054040400001,Medfra,Locality,Place of Interest,0,2013,0,0,0
-170.2812243,63.43491341,Saint Lawrence Island,Unincorporated,Place of Interest,0,2018,1,0,0
-150.9247116,70.34435668,Alpine,Locality,Place of Interest,0,2016,0,0,0
-148.9852036,60.8320999700001,Portage,Unincorporated CDP,Place of Interest,0,2016,0,0,0
